State,Disease,Year,Month,Cases,Monthly_Avg_AQI
Madhya Pradesh,Acute Diarrheal Disease,2023,9,168,67.99012345679013
Madhya Pradesh,Acute Diarrheal Disease,2023,10,92,120.96818181818182
Madhya Pradesh,Acute Diarrheal Disease,2023,11,115,171.8949880668258
Madhya Pradesh,Acute Diarrheal Disease,2023,12,34,136.51029748283753
Madhya Pradesh,Acute Diarrheal Disease,2024,3,17,112.27139364303179
Madhya Pradesh,Acute Diarrheal Disease,2024,4,68,107.15601023017904
Madhya Pradesh,Acute Diarrheal Disease,2024,5,97,112.15064935064935
Madhya Pradesh,Acute Diarrheal Disease,2024,6,227,81.27684964200478
Madhya Pradesh,Acute Diarrheal Disease,2024,7,1535,55.58150851581509
Madhya Pradesh,Acute Diarrheal Disease,2024,8,1546,55.25423728813559
Madhya Pradesh,Acute Diarrheal Disease,2024,9,256,66.2025
Madhya Pradesh,Acute Diarrheal Disease,2024,10,299,118.27830188679245
Madhya Pradesh,Acute Diarrheal Disease,2024,11,124,164.2283105022831
Madhya Pradesh,Acute Diarrheal Disease,2025,1,122,131.2960372960373
Madhya Pradesh,Acute Diarrheal Disease,2025,2,194,108.83709273182957
Madhya Pradesh,Acute Diarrheal Disease,2025,4,74,112.81055155875299
Madhya Pradesh,Acute Encephalitic Syndrome,2024,5,1,112.15064935064935
Madhya Pradesh,Acute Gastroenteritis,2023,10,11,120.96818181818182
Madhya Pradesh,Animal bite - Dog Bite,2024,1,13,140.9409090909091
Madhya Pradesh,Chickenpox,2023,2,14,126.95876288659794
Madhya Pradesh,Chickenpox,2023,6,21,82.92512077294685
Madhya Pradesh,Chickenpox,2023,7,7,61.11864406779661
Madhya Pradesh,Chickenpox,2023,9,6,67.99012345679013
Madhya Pradesh,Chickenpox,2023,11,6,171.8949880668258
Madhya Pradesh,Chickenpox,2023,12,45,136.51029748283753
Madhya Pradesh,Chickenpox,2024,1,26,140.9409090909091
Madhya Pradesh,Chickenpox,2024,2,29,116.79319371727749
Madhya Pradesh,Chickenpox,2024,3,38,112.27139364303179
Madhya Pradesh,Chickenpox,2024,4,22,107.15601023017904
Madhya Pradesh,Chickenpox,2024,5,5,112.15064935064935
Madhya Pradesh,Chickenpox,2024,6,11,81.27684964200478
Madhya Pradesh,Chickenpox,2025,1,19,131.2960372960373
Madhya Pradesh,Chickenpox,2025,2,10,108.83709273182957
Madhya Pradesh,Chickenpox,2025,4,28,112.81055155875299
Madhya Pradesh,Chikungunya,2023,8,9,72.7560975609756
Madhya Pradesh,Chikungunya,2024,4,24,107.15601023017904
Madhya Pradesh,Chikungunya,2024,9,21,66.2025
Madhya Pradesh,Chikungunya,2024,10,316,118.27830188679245
Madhya Pradesh,Chikungunya,2024,12,249,144.64380530973452
Madhya Pradesh,Chikungunya,2025,1,11,131.2960372960373
Madhya Pradesh,Cholera,2023,7,10,61.11864406779661
Madhya Pradesh,Cholera,2024,3,44,112.27139364303179
Madhya Pradesh,Cholera,2024,4,326,107.15601023017904
Madhya Pradesh,Cholera,2024,6,151,81.27684964200478
Madhya Pradesh,Cholera,2024,7,647,55.58150851581509
Madhya Pradesh,Cholera,2024,8,74,55.25423728813559
Madhya Pradesh,Cholera,2024,10,28,118.27830188679245
Madhya Pradesh,Cholera,2024,11,25,164.2283105022831
Madhya Pradesh,Cholera,2025,1,138,131.2960372960373
Madhya Pradesh,Dengue,2023,8,250,72.7560975609756
Madhya Pradesh,Dengue,2023,9,181,67.99012345679013
Madhya Pradesh,Dengue,2023,10,408,120.96818181818182
Madhya Pradesh,Dengue,2023,11,30,171.8949880668258
Madhya Pradesh,Dengue,2024,4,38,107.15601023017904
Madhya Pradesh,Dengue,2024,5,136,112.15064935064935
Madhya Pradesh,Dengue,2024,6,74,81.27684964200478
Madhya Pradesh,Dengue,2024,7,290,55.58150851581509
Madhya Pradesh,Dengue,2024,8,65,55.25423728813559
Madhya Pradesh,Dengue,2024,9,243,66.2025
Madhya Pradesh,Dengue,2024,10,490,118.27830188679245
Madhya Pradesh,Dengue,2025,3,2,100.15418502202643
Madhya Pradesh,Diphtheria,2023,8,1,72.7560975609756
Madhya Pradesh,Diphtheria,2023,10,1,120.96818181818182
Madhya Pradesh,Diphtheria,2024,8,5,55.25423728813559
Madhya Pradesh,Fever,2023,10,26,120.96818181818182
Madhya Pradesh,Fever,2023,12,23,136.51029748283753
Madhya Pradesh,Fever,2024,12,2,144.64380530973452
Madhya Pradesh,Fever of Unknown Origin,2024,8,17,55.25423728813559
Madhya Pradesh,Fever of Unknown andigin (PUO),2023,10,51,120.96818181818182
Madhya Pradesh,Fever of Unknown andigin (PUO),2024,5,35,112.15064935064935
Madhya Pradesh,Fever with Rash,2023,4,5,109.1829268292683
Madhya Pradesh,Fever with Rash,2023,5,12,100.60817307692308
Madhya Pradesh,Fever with Rash,2023,6,16,82.92512077294685
Madhya Pradesh,Fever with Rash,2023,8,7,72.7560975609756
Madhya Pradesh,Fever with Rash,2024,1,46,140.9409090909091
Madhya Pradesh,Fever with Rash,2024,2,25,116.79319371727749
Madhya Pradesh,Fever with Rash,2024,4,8,107.15601023017904
Madhya Pradesh,Food Poisoning,2023,1,111,151.92470588235295
Madhya Pradesh,Food Poisoning,2023,3,75,104.48283752860412
Madhya Pradesh,Food Poisoning,2023,4,201,109.1829268292683
Madhya Pradesh,Food Poisoning,2023,7,65,61.11864406779661
Madhya Pradesh,Food Poisoning,2023,10,166,120.96818181818182
Madhya Pradesh,Food Poisoning,2024,1,64,140.9409090909091
Madhya Pradesh,Food Poisoning,2024,3,18,112.27139364303179
Madhya Pradesh,Food Poisoning,2024,4,64,107.15601023017904
Madhya Pradesh,Food Poisoning,2024,7,94,55.58150851581509
Madhya Pradesh,Food Poisoning,2024,8,50,55.25423728813559
Madhya Pradesh,Food Poisoning,2024,10,5,118.27830188679245
Madhya Pradesh,Food Poisoning,2024,11,60,164.2283105022831
Madhya Pradesh,Food Poisoning,2024,12,122,144.64380530973452
Madhya Pradesh,Food Poisoning,2025,1,98,131.2960372960373
Madhya Pradesh,Food Poisoning,2025,2,58,108.83709273182957
Madhya Pradesh,Food Poisoning,2025,3,51,100.15418502202643
Madhya Pradesh,Food Poisoning,2025,4,655,112.81055155875299
Madhya Pradesh,Food poisoning,2024,10,37,118.27830188679245
Madhya Pradesh,Hepatitis A,2023,10,4,120.96818181818182
Madhya Pradesh,Hepatitis A,2025,1,11,131.2960372960373
Madhya Pradesh,Hepatitis A,2025,2,3,108.83709273182957
Madhya Pradesh,Human Rabies,2024,2,1,116.79319371727749
Madhya Pradesh,Japanese Encephalitis,2024,7,23,55.58150851581509
Madhya Pradesh,Jaundice,2024,2,8,116.79319371727749
Madhya Pradesh,Jaundice,2025,2,5,108.83709273182957
Madhya Pradesh,Jaundice of less than 4 weeks,2024,5,10,112.15064935064935
Madhya Pradesh,Leptospirosis,2023,8,4,72.7560975609756
Madhya Pradesh,Leptospirosis,2023,9,8,67.99012345679013
Madhya Pradesh,Leptospirosis,2023,10,1,120.96818181818182
Madhya Pradesh,Leptospirosis,2023,11,8,171.8949880668258
Madhya Pradesh,Leptospirosis,2023,12,3,136.51029748283753
Madhya Pradesh,Leptospirosis,2024,2,3,116.79319371727749
Madhya Pradesh,Leptospirosis,2024,4,70,107.15601023017904
Madhya Pradesh,Leptospirosis,2024,5,35,112.15064935064935
Madhya Pradesh,Leptospirosis,2024,7,5,55.58150851581509
Madhya Pradesh,Leptospirosis,2024,8,7,55.25423728813559
Madhya Pradesh,Leptospirosis and Scrub Typhus,2024,3,23,112.27139364303179
Madhya Pradesh,Malaria,2023,6,6,82.92512077294685
Madhya Pradesh,Malaria,2023,7,26,61.11864406779661
Madhya Pradesh,Malaria,2023,8,19,72.7560975609756
Madhya Pradesh,Malaria,2023,9,29,67.99012345679013
Madhya Pradesh,Malaria,2023,10,20,120.96818181818182
Madhya Pradesh,Malaria,2024,4,15,107.15601023017904
Madhya Pradesh,Malaria,2024,7,23,55.58150851581509
Madhya Pradesh,Malaria,2024,8,12,55.25423728813559
Madhya Pradesh,Malaria,2024,10,10,118.27830188679245
Madhya Pradesh,Malaria,2025,3,9,100.15418502202643
Madhya Pradesh,Measles,2023,3,10,104.48283752860412
Madhya Pradesh,Measles,2023,4,15,109.1829268292683
Madhya Pradesh,Measles,2023,6,6,82.92512077294685
Madhya Pradesh,Measles,2023,8,38,72.7560975609756
Madhya Pradesh,Measles,2023,9,9,67.99012345679013
Madhya Pradesh,Measles,2023,10,5,120.96818181818182
Madhya Pradesh,Measles,2023,11,24,171.8949880668258
Madhya Pradesh,Measles,2024,1,98,140.9409090909091
Madhya Pradesh,Measles,2024,2,109,116.79319371727749
Madhya Pradesh,Measles,2024,3,34,112.27139364303179
Madhya Pradesh,Measles,2024,4,125,107.15601023017904
Madhya Pradesh,Measles,2024,5,26,112.15064935064935
Madhya Pradesh,Measles,2024,6,12,81.27684964200478
Madhya Pradesh,Measles,2024,9,15,66.2025
Madhya Pradesh,Measles,2024,10,42,118.27830188679245
Madhya Pradesh,Measles,2024,11,37,164.2283105022831
Madhya Pradesh,Measles,2024,12,48,144.64380530973452
Madhya Pradesh,Measles,2025,2,68,108.83709273182957
Madhya Pradesh,Measles,2025,3,18,100.15418502202643
Madhya Pradesh,Measles,2025,4,7,112.81055155875299
Madhya Pradesh,Measles and Rubella,2024,4,2,107.15601023017904
Madhya Pradesh,Mumps,2023,12,20,136.51029748283753
Madhya Pradesh,Mumps,2024,1,82,140.9409090909091
Madhya Pradesh,Mumps,2024,2,189,116.79319371727749
Madhya Pradesh,Mumps,2024,3,10,112.27139364303179
Madhya Pradesh,Mumps,2024,10,21,118.27830188679245
Madhya Pradesh,Mumps,2024,11,12,164.2283105022831
Madhya Pradesh,Mumps,2024,12,29,144.64380530973452
Madhya Pradesh,Mumps,2025,3,4,100.15418502202643
Madhya Pradesh,Only Fever less than 7 days,2024,7,15,55.58150851581509
Madhya Pradesh,Rubella,2023,6,2,82.92512077294685
Madhya Pradesh,Rubella,2024,4,4,107.15601023017904
Madhya Pradesh,Rubella,2025,2,1,108.83709273182957
Madhya Pradesh,Scrub Typhus,2023,8,13,72.7560975609756
Madhya Pradesh,Scrub Typhus,2023,9,51,67.99012345679013
Madhya Pradesh,Scrub Typhus,2023,11,12,171.8949880668258
Madhya Pradesh,Scrub Typhus,2023,12,6,136.51029748283753
Madhya Pradesh,Scrub Typhus,2024,2,40,116.79319371727749
Madhya Pradesh,Scrub Typhus,2024,4,2,107.15601023017904
Madhya Pradesh,Scrub Typhus,2024,5,1,112.15064935064935
Madhya Pradesh,Scrub Typhus,2024,7,15,55.58150851581509
Madhya Pradesh,Scrub Typhus,2024,10,17,118.27830188679245
Madhya Pradesh,Scrub Typhus,2024,11,13,164.2283105022831
Madhya Pradesh,Scrub Typhus,2025,2,17,108.83709273182957
Madhya Pradesh,Shigellosis,2023,8,16,72.7560975609756
Madhya Pradesh,Suspected Mumps,2024,4,7,107.15601023017904
Madhya Pradesh,Typhoid,2023,9,6,67.99012345679013
Madhya Pradesh,Typhoid,2024,10,28,118.27830188679245
Madhya Pradesh,Typhoid,2024,12,84,144.64380530973452
Madhya Pradesh,Typhoid,2025,2,59,108.83709273182957
Maharashtra,Acute Diarrheal Disease,2023,2,49,162.52631578947367
Maharashtra,Acute Diarrheal Disease,2023,6,248,81.73724007561437
Maharashtra,Acute Diarrheal Disease,2023,7,148,52.42600276625173
Maharashtra,Acute Diarrheal Disease,2023,8,326,55.65287049399199
Maharashtra,Acute Diarrheal Disease,2023,9,257,59.04489795918367
Maharashtra,Acute Diarrheal Disease,2023,10,102,134.07814569536424
Maharashtra,Acute Diarrheal Disease,2023,11,179,151.74535050071532
Maharashtra,Acute Diarrheal Disease,2023,12,102,142.10970464135022
Maharashtra,Acute Diarrheal Disease,2024,1,139,142.21744966442952
Maharashtra,Acute Diarrheal Disease,2024,2,1352,127.97242380261248
Maharashtra,Acute Diarrheal Disease,2024,3,527,126.93464052287581
Maharashtra,Acute Diarrheal Disease,2024,4,152,110.09153318077803
Maharashtra,Acute Diarrheal Disease,2024,5,179,97.9617067833698
Maharashtra,Acute Diarrheal Disease,2024,6,280,61.81986143187067
Maharashtra,Acute Diarrheal Disease,2024,7,605,47.27036199095023
Maharashtra,Acute Diarrheal Disease,2024,8,356,49.892425905598245
Maharashtra,Acute Diarrheal Disease,2024,9,162,55.86059907834101
Maharashtra,Acute Diarrheal Disease,2024,10,878,90.62933930571108
Maharashtra,Acute Diarrheal Disease,2024,11,265,163.1092530657748
Maharashtra,Acute Diarrheal Disease,2024,12,136,126.25674217907228
Maharashtra,Acute Diarrheal Disease,2025,1,12,129.80812641083523
Maharashtra,Acute Diarrheal Disease,2025,2,181,117.66909090909091
Maharashtra,Acute Diarrheal Disease,2025,3,108,116.49507119386638
Maharashtra,Acute Diarrheal Disease,2025,4,28,92.54340473506201
Maharashtra,Acute Encephalitic Syndrome,2023,9,21,59.04489795918367
Maharashtra,Acute Gastroenteritis,2024,8,26,49.892425905598245
Maharashtra,Acute Gastroenteritis,2024,10,10,90.62933930571108
Maharashtra,Acute Gastroenteritis,2025,2,16,117.66909090909091
Maharashtra,Acute Hepatitis A,2025,2,12,117.66909090909091
Maharashtra,Chickenpox,2024,8,18,49.892425905598245
Maharashtra,Chickenpox,2025,1,15,129.80812641083523
Maharashtra,Chickenpox,2025,3,22,116.49507119386638
Maharashtra,Chikungunya,2023,6,6,81.73724007561437
Maharashtra,Chikungunya,2023,7,15,52.42600276625173
Maharashtra,Chikungunya,2023,9,22,59.04489795918367
Maharashtra,Chikungunya,2023,10,151,134.07814569536424
Maharashtra,Chikungunya,2023,11,8,151.74535050071532
Maharashtra,Chikungunya,2023,12,5,142.10970464135022
Maharashtra,Chikungunya,2024,3,19,126.93464052287581
Maharashtra,Chikungunya,2024,4,6,110.09153318077803
Maharashtra,Chikungunya,2024,5,40,97.9617067833698
Maharashtra,Chikungunya,2024,6,65,61.81986143187067
Maharashtra,Chikungunya,2024,7,42,47.27036199095023
Maharashtra,Chikungunya,2024,8,28,49.892425905598245
Maharashtra,Chikungunya,2024,9,28,55.86059907834101
Maharashtra,Chikungunya,2024,10,13,90.62933930571108
Maharashtra,Chikungunya,2024,11,67,163.1092530657748
Maharashtra,Chikungunya,2024,12,5,126.25674217907228
Maharashtra,Chikungunya,2025,1,17,129.80812641083523
Maharashtra,Chikungunya,2025,2,15,117.66909090909091
Maharashtra,Chikungunya,2025,3,7,116.49507119386638
Maharashtra,Chikungunya,2025,4,11,92.54340473506201
Maharashtra,Cholera,2024,4,65,110.09153318077803
Maharashtra,Cholera,2024,5,94,97.9617067833698
Maharashtra,Cholera,2024,6,168,61.81986143187067
Maharashtra,Cholera,2024,7,82,47.27036199095023
Maharashtra,Cholera,2024,9,31,55.86059907834101
Maharashtra,Cholera,2024,10,25,90.62933930571108
Maharashtra,Dengue,2023,1,2,177.18352059925093
Maharashtra,Dengue,2023,4,13,108.72992700729927
Maharashtra,Dengue,2023,6,246,81.73724007561437
Maharashtra,Dengue,2023,7,280,52.42600276625173
Maharashtra,Dengue,2023,8,212,55.65287049399199
Maharashtra,Dengue,2023,9,261,59.04489795918367
Maharashtra,Dengue,2023,10,449,134.07814569536424
Maharashtra,Dengue,2023,11,83,151.74535050071532
Maharashtra,Dengue,2023,12,14,142.10970464135022
Maharashtra,Dengue,2024,1,102,142.21744966442952
Maharashtra,Dengue,2024,2,15,127.97242380261248
Maharashtra,Dengue,2024,3,101,126.93464052287581
Maharashtra,Dengue,2024,4,124,110.09153318077803
Maharashtra,Dengue,2024,5,120,97.9617067833698
Maharashtra,Dengue,2024,6,240,61.81986143187067
Maharashtra,Dengue,2024,7,154,47.27036199095023
Maharashtra,Dengue,2024,8,10,49.892425905598245
Maharashtra,Dengue,2024,9,34,55.86059907834101
Maharashtra,Dengue,2024,10,22,90.62933930571108
Maharashtra,Dengue,2024,11,37,163.1092530657748
Maharashtra,Dengue and Chikungunya,2023,10,11,134.07814569536424
Maharashtra,Dengue and Chikungunya,2023,11,36,151.74535050071532
Maharashtra,Dengue and Chikungunya,2024,1,9,142.21744966442952
Maharashtra,Dengue and Chikungunya,2024,3,22,126.93464052287581
Maharashtra,Dengue and Chikungunya,2024,4,22,110.09153318077803
Maharashtra,Dengue and Chikungunya,2025,1,13,129.80812641083523
Maharashtra,Dysentery,2024,7,98,47.27036199095023
Maharashtra,Fever,2023,2,120,162.52631578947367
Maharashtra,Fever,2023,7,16,52.42600276625173
Maharashtra,Fever,2023,8,145,55.65287049399199
Maharashtra,Fever,2023,9,19,59.04489795918367
Maharashtra,Fever,2025,2,28,117.66909090909091
Maharashtra,Fever of Unknown Cause,2023,9,2,59.04489795918367
Maharashtra,Fever with Rash,2025,3,13,116.49507119386638
Maharashtra,Food Poisoning,2023,1,34,177.18352059925093
Maharashtra,Food Poisoning,2023,2,79,162.52631578947367
Maharashtra,Food Poisoning,2023,5,172,89.50595238095238
Maharashtra,Food Poisoning,2023,6,54,81.73724007561437
Maharashtra,Food Poisoning,2023,9,40,59.04489795918367
Maharashtra,Food Poisoning,2023,12,132,142.10970464135022
Maharashtra,Food Poisoning,2024,1,106,142.21744966442952
Maharashtra,Food Poisoning,2024,2,1259,127.97242380261248
Maharashtra,Food Poisoning,2024,3,73,126.93464052287581
Maharashtra,Food Poisoning,2024,4,351,110.09153318077803
Maharashtra,Food Poisoning,2024,5,65,97.9617067833698
Maharashtra,Food Poisoning,2024,6,20,61.81986143187067
Maharashtra,Food Poisoning,2024,7,28,47.27036199095023
Maharashtra,Food Poisoning,2024,8,187,49.892425905598245
Maharashtra,Food Poisoning,2024,9,42,55.86059907834101
Maharashtra,Food Poisoning,2024,10,311,90.62933930571108
Maharashtra,Food Poisoning,2024,12,154,126.25674217907228
Maharashtra,Food Poisoning,2025,1,270,129.80812641083523
Maharashtra,Food Poisoning,2025,2,747,117.66909090909091
Maharashtra,Food Poisoning,2025,3,24,116.49507119386638
Maharashtra,Food Poisoning,2025,4,234,92.54340473506201
Maharashtra,Food poisoning,2024,10,88,90.62933930571108
Maharashtra,Hepatitis A,2023,10,16,134.07814569536424
Maharashtra,Hepatitis A,2024,1,51,142.21744966442952
Maharashtra,Hepatitis A,2024,3,118,126.93464052287581
Maharashtra,Hepatitis A,2024,4,71,110.09153318077803
Maharashtra,Hepatitis A,2024,6,35,61.81986143187067
Maharashtra,Hepatitis A,2024,7,9,47.27036199095023
Maharashtra,Hepatitis A,2024,8,9,49.892425905598245
Maharashtra,Hepatitis A,2024,9,135,55.86059907834101
Maharashtra,Hepatitis A,2024,10,43,90.62933930571108
Maharashtra,Hepatitis A,2024,11,10,163.1092530657748
Maharashtra,Hepatitis A,2024,12,9,126.25674217907228
Maharashtra,Hepatitis A,2025,2,59,117.66909090909091
Maharashtra,Hepatitis A,2025,3,15,116.49507119386638
Maharashtra,Hepatitis A and E,2024,2,101,127.97242380261248
Maharashtra,Human Rabies,2024,12,2,126.25674217907228
Maharashtra,Japanese Encephalitis,2024,6,3,61.81986143187067
Maharashtra,Jaundice,2025,2,12,117.66909090909091
Maharashtra,Leishmaniasis,2023,2,20,162.52631578947367
Maharashtra,Leptospirosis,2023,6,6,81.73724007561437
Maharashtra,Leptospirosis,2023,7,7,52.42600276625173
Maharashtra,Leptospirosis,2023,8,1,55.65287049399199
Maharashtra,Leptospirosis,2024,5,7,97.9617067833698
Maharashtra,Leptospirosis,2024,11,8,163.1092530657748
Maharashtra,Leptospirosis,2024,12,18,126.25674217907228
Maharashtra,Malaria,2023,5,46,89.50595238095238
Maharashtra,Malaria,2023,6,79,81.73724007561437
Maharashtra,Malaria,2023,7,110,52.42600276625173
Maharashtra,Malaria,2023,8,38,55.65287049399199
Maharashtra,Malaria,2023,9,27,59.04489795918367
Maharashtra,Malaria,2023,11,7,151.74535050071532
Maharashtra,Malaria,2023,12,413,142.10970464135022
Maharashtra,Malaria,2024,1,191,142.21744966442952
Maharashtra,Malaria,2024,2,14,127.97242380261248
Maharashtra,Malaria,2024,3,347,126.93464052287581
Maharashtra,Malaria,2024,4,25,110.09153318077803
Maharashtra,Malaria,2024,6,13,61.81986143187067
Maharashtra,Malaria,2024,7,47,47.27036199095023
Maharashtra,Malaria,2024,8,45,49.892425905598245
Maharashtra,Malaria,2024,9,6,55.86059907834101
Maharashtra,Malaria,2024,12,2,126.25674217907228
Maharashtra,Measles,2023,1,26,177.18352059925093
Maharashtra,Measles,2025,1,17,129.80812641083523
Maharashtra,Measles,2025,2,27,117.66909090909091
Maharashtra,Measles,2025,3,3,116.49507119386638
Maharashtra,Mumps,2023,12,9,142.10970464135022
Maharashtra,Mumps,2024,1,5,142.21744966442952
Maharashtra,Pertussis,2024,6,9,61.81986143187067
Maharashtra,Poisoning,2025,2,77,117.66909090909091
Maharashtra,Scrub Typhus,2023,8,12,55.65287049399199
Maharashtra,Scrub Typhus,2023,9,31,59.04489795918367
Maharashtra,Scrub Typhus,2023,11,3,151.74535050071532
Maharashtra,Scrub Typhus,2024,1,9,142.21744966442952
Maharashtra,Scrub Typhus,2024,4,26,110.09153318077803
Maharashtra,Scrub Typhus,2024,9,1,55.86059907834101
Maharashtra,Suspected Acute Hepatitis,2024,5,24,97.9617067833698
Maharashtra,Suspected Dengue Fever,2023,8,29,55.65287049399199
Maharashtra,Typhoid,2024,6,14,61.81986143187067
Maharashtra,Typhoid,2025,2,30,117.66909090909091
Maharashtra,Zika Virus,2023,8,1,55.65287049399199
Maharashtra,Zika Virus,2023,9,4,59.04489795918367
Maharashtra,Zika Virus,2023,11,6,151.74535050071532
Maharashtra,Zika Virus,2024,6,17,61.81986143187067
Maharashtra,Zika Virus,2024,7,49,47.27036199095023
Maharashtra,Zika Virus,2024,8,6,49.892425905598245
Maharashtra,Zika Virus,2024,11,1,163.1092530657748
Manipur,Acute Diarrheal Disease,2023,8,24,
Manipur,Acute Diarrheal Disease,2023,9,35,69.0
Manipur,Acute Diarrheal Disease,2023,11,23,75.76
Manipur,Acute Diarrheal Disease,2024,7,0,100.3913043478261
Manipur,Acute Gastroenteritis,2024,4,32,100.76923076923077
Manipur,Animal bite - Dog Bite,2024,3,1,104.27586206896552
Manipur,Chickenpox,2023,9,0,69.0
Manipur,Chickenpox,2024,5,30,98.21428571428571
Manipur,Chickenpox,2024,9,30,115.08695652173913
Manipur,Dengue,2023,7,65,
Manipur,Dengue,2024,9,3007,115.08695652173913
Manipur,Fever with Rash,2024,1,34,110.25806451612904
Manipur,Food Poisoning,2024,11,119,103.38461538461539
Manipur,Food Poisoning,2025,1,28,102.1304347826087
Manipur,Food poisoning,2024,9,26,115.08695652173913
Manipur,Human Rabies,2024,3,1,104.27586206896552
Manipur,Human Rabies,2024,4,2,100.76923076923077
Manipur,Human Rabies,2024,5,1,98.21428571428571
Manipur,Human Rabies,2025,3,3,105.4375
Manipur,Leptospirosis,2024,4,33,100.76923076923077
Manipur,Malaria,2023,10,6,74.70833333333333
Manipur,Measles,2023,11,9,75.76
Manipur,Measles,2024,1,21,110.25806451612904
Manipur,Measles,2025,3,37,105.4375
Manipur,Mumps,2024,6,9,99.60714285714286
Manipur,Others,2025,3,52,105.4375
Manipur,Scrub Typhus,2024,9,2,115.08695652173913
Manipur,Suspected Japanese Encephalitis,2023,9,1,69.0
Manipur,Typhoid,2024,7,12,100.3913043478261
Manipur,Typhoid,2024,8,7,101.13636363636364
Meghalaya,Acute Diarrheal Disease,2023,6,4,67.85185185185185
Meghalaya,Acute Diarrheal Disease,2023,7,46,22.666666666666668
Meghalaya,Acute Diarrheal Disease,2024,2,11,108.55555555555556
Meghalaya,Acute Diarrheal Disease,2024,3,35,106.29032258064517
Meghalaya,Acute Diarrheal Disease,2024,5,12,67.85714285714286
Meghalaya,Acute Diarrheal Disease,2025,2,20,57.833333333333336
Meghalaya,Acute Gastroenteritis,2024,4,86,119.32
Meghalaya,Acute Gastroenteritis,2024,10,99,36.857142857142854
Meghalaya,Animal bite - Dog Bite,2024,8,1,36.0
Meghalaya,Chickenpox,2023,4,64,99.37931034482759
Meghalaya,Chickenpox,2024,2,25,108.55555555555556
Meghalaya,Chickenpox,2024,6,100,36.0
Meghalaya,Chickenpox,2025,1,11,112.11111111111111
Meghalaya,Chickenpox,2025,2,21,57.833333333333336
Meghalaya,Chickenpox,2025,3,3,105.74074074074075
Meghalaya,Chickenpox,2025,4,94,79.67857142857143
Meghalaya,Dengue,2023,8,29,31.838709677419356
Meghalaya,Dengue,2023,10,42,45.74193548387097
Meghalaya,Fever with Rash,2024,1,29,72.41935483870968
Meghalaya,Fever with Rash,2024,4,63,119.32
Meghalaya,Fever with Rash,2024,9,35,21.75
Meghalaya,Food Poisoning,2024,3,3,106.29032258064517
Meghalaya,Food Poisoning,2024,5,99,67.85714285714286
Meghalaya,Food Poisoning,2025,3,32,105.74074074074075
Meghalaya,Hepatitis A,2023,11,15,65.13333333333334
Meghalaya,Hepatitis A,2024,5,4,67.85714285714286
Meghalaya,Human Rabies,2023,2,1,133.8148148148148
Meghalaya,Human Rabies,2023,3,4,115.96551724137932
Meghalaya,Human Rabies,2023,5,1,55.310344827586206
Meghalaya,Human Rabies,2023,7,1,22.666666666666668
Meghalaya,Human Rabies,2023,9,2,36.03333333333333
Meghalaya,Human Rabies,2024,1,2,72.41935483870968
Meghalaya,Human Rabies,2024,2,3,108.55555555555556
Meghalaya,Human Rabies,2024,5,2,67.85714285714286
Meghalaya,Human Rabies,2024,7,2,36.5625
Meghalaya,Human Rabies,2024,8,2,36.0
Meghalaya,Human Rabies,2024,11,1,37.8
Meghalaya,Human Rabies,2025,1,1,112.11111111111111
Meghalaya,Human Rabies,2025,2,1,57.833333333333336
Meghalaya,Human Rabies,2025,3,1,105.74074074074075
Meghalaya,Malaria,2023,6,4,67.85185185185185
Meghalaya,Malaria,2025,1,6,112.11111111111111
Meghalaya,Measles,2023,9,79,36.03333333333333
Meghalaya,Measles,2023,10,9,45.74193548387097
Meghalaya,Measles,2024,1,90,72.41935483870968
Meghalaya,Measles,2024,2,23,108.55555555555556
Meghalaya,Measles,2024,3,30,106.29032258064517
Meghalaya,Measles,2024,4,31,119.32
Meghalaya,Measles,2024,6,43,36.0
Meghalaya,Measles,2024,7,200,36.5625
Meghalaya,Measles,2024,9,35,21.75
Meghalaya,Measles,2024,11,34,37.8
Meghalaya,Measles,2025,4,12,79.67857142857143
Meghalaya,Mumps,2023,8,41,31.838709677419356
Meghalaya,Mumps,2024,4,27,119.32
Meghalaya,Mumps,2024,6,30,36.0
Meghalaya,Mumps,2024,9,23,21.75
Meghalaya,Mushroom Poisoning,2023,6,23,67.85185185185185
Meghalaya,Mushroom Poisoning,2023,7,7,22.666666666666668
Meghalaya,Mushroom Poisoning,2024,5,5,67.85714285714286
Meghalaya,Mushroom Poisoning,2024,6,38,36.0
Meghalaya,Poliomyelitis (Vaccine-Derived Polio Virus),2024,8,1,36.0
Meghalaya,Rubella,2023,1,1,101.8
Meghalaya,Scrub Typhus,2023,6,9,67.85185185185185
Meghalaya,Scrub Typhus,2023,11,17,65.13333333333334
Meghalaya,Scrub Typhus,2024,12,15,50.4
Meghalaya,Shigellosis,2024,9,5,21.75
Meghalaya,Suspected Typhoid,2023,8,27,31.838709677419356
Meghalaya,Typhoid,2024,6,55,36.0
Meghalaya,Typhoid,2024,7,13,36.5625
Meghalaya,Typhoid,2024,11,121,37.8
Meghalaya,Typhoid,2025,2,39,57.833333333333336
Meghalaya,Typhoid,2025,3,15,105.74074074074075
Mizoram,Acute Diarrheal Disease,2024,3,59,71.25806451612904
Mizoram,Dengue,2024,10,157,55.96774193548387
Mizoram,Fever,2023,5,30,51.77777777777778
Mizoram,Fever with Rash,2023,12,5,20.933333333333334
