State,Disease,Year,Month,Cases,Monthly_Avg_AQI
Jharkhand,Chickenpox,2025,2,110,146.92592592592592
Jharkhand,Chickenpox,2025,3,136,145.88888888888889
Jharkhand,Chickenpox,2025,4,50,146.0
Jharkhand,Chikungunya,2023,7,15,185.28571428571428
Jharkhand,Chikungunya,2023,9,44,121.17647058823529
Jharkhand,Chikungunya,2023,10,9,186.04545454545453
Jharkhand,Chikungunya,2024,11,5,198.8181818181818
Jharkhand,Dengue,2023,7,406,185.28571428571428
Jharkhand,Dengue,2023,8,62,173.7
Jharkhand,Dengue,2023,9,177,121.17647058823529
Jharkhand,Dengue,2023,10,78,186.04545454545453
Jharkhand,Dengue,2023,11,65,243.58333333333334
Jharkhand,Dengue,2024,5,27,141.33333333333334
Jharkhand,Dengue,2024,7,10,112.58974358974359
Jharkhand,Dengue,2024,8,45,105.44444444444444
Jharkhand,Dengue,2024,9,31,
Jharkhand,Dysentery,2023,10,55,186.04545454545453
Jharkhand,Enteric Fever,2025,1,25,226.48275862068965
Jharkhand,Fever,2023,9,36,121.17647058823529
Jharkhand,Fever with Rash,2023,3,29,162.52
Jharkhand,Fever with Rash,2023,4,15,177.9375
Jharkhand,Fever with Rash,2023,6,14,165.07692307692307
Jharkhand,Fever with Rash,2023,7,11,185.28571428571428
Jharkhand,Fever with Rash,2023,8,14,173.7
Jharkhand,Fever with Rash,2023,10,15,186.04545454545453
Jharkhand,Fever with Rash,2024,3,12,138.725
Jharkhand,Fever with Rash,2024,4,17,182.0909090909091
Jharkhand,Fever with Rash,2024,5,58,141.33333333333334
Jharkhand,Fever with Rash,2025,2,6,146.92592592592592
Jharkhand,Fever with Rash,2025,3,23,145.88888888888889
Jharkhand,Fever with Rash,2025,4,9,146.0
Jharkhand,Food Poisoning,2023,10,54,186.04545454545453
Jharkhand,Food Poisoning,2024,5,105,141.33333333333334
Jharkhand,Food Poisoning,2024,6,202,199.25
Jharkhand,Food Poisoning,2024,7,35,112.58974358974359
Jharkhand,Food Poisoning,2024,8,45,105.44444444444444
Jharkhand,Food Poisoning,2024,10,67,
Jharkhand,Food Poisoning,2024,12,12,160.83333333333334
Jharkhand,Food Poisoning,2025,1,25,226.48275862068965
Jharkhand,Food Poisoning,2025,2,18,146.92592592592592
Jharkhand,Human Rabies,2024,6,1,199.25
Jharkhand,Human Rabies,2024,12,1,160.83333333333334
Jharkhand,Japanese Encephalitis,2025,1,2,226.48275862068965
Jharkhand,Kala Azar,2023,5,2,160.175
Jharkhand,Malaria,2023,6,26,165.07692307692307
Jharkhand,Malaria,2023,7,88,185.28571428571428
Jharkhand,Malaria,2023,8,10,173.7
Jharkhand,Malaria,2023,9,46,121.17647058823529
Jharkhand,Malaria,2023,10,64,186.04545454545453
Jharkhand,Malaria,2023,11,4884,243.58333333333334
Jharkhand,Malaria,2024,1,30,168.1
Jharkhand,Malaria,2024,4,3,182.0909090909091
Jharkhand,Malaria,2024,5,38,141.33333333333334
Jharkhand,Malaria,2024,6,61,199.25
Jharkhand,Malaria,2024,7,65,112.58974358974359
Jharkhand,Malaria,2024,8,49,105.44444444444444
Jharkhand,Malaria,2024,9,50,
Jharkhand,Malaria,2024,10,37,
Jharkhand,Malaria,2024,11,91,198.8181818181818
Jharkhand,Malaria,2024,12,90,160.83333333333334
Jharkhand,Malaria,2025,1,32,226.48275862068965
Jharkhand,Malaria,2025,3,67,145.88888888888889
Jharkhand,Malaria,2025,4,64,146.0
Jharkhand,Measles,2023,4,7,177.9375
Jharkhand,Measles,2023,6,5,165.07692307692307
Jharkhand,Measles,2023,9,12,121.17647058823529
Jharkhand,Measles,2023,11,7,243.58333333333334
Jharkhand,Measles,2023,12,2,166.0
Jharkhand,Measles,2024,1,8,168.1
Jharkhand,Measles,2024,2,11,151.77777777777777
Jharkhand,Measles,2024,3,8,138.725
Jharkhand,Measles,2024,4,23,182.0909090909091
Jharkhand,Measles,2024,5,14,141.33333333333334
Jharkhand,Measles,2024,6,104,199.25
Jharkhand,Measles,2024,12,11,160.83333333333334
Jharkhand,Measles,2025,2,9,146.92592592592592
Jharkhand,Measles,2025,3,6,145.88888888888889
Jharkhand,Measles,2025,4,3,146.0
Jharkhand,Measles and Rubella,2023,2,5,173.39285714285714
Jharkhand,Mumps,2024,4,37,182.0909090909091
Jharkhand,Mumps,2024,5,5,141.33333333333334
Jharkhand,Mumps,2024,9,20,
Jharkhand,Mumps,2024,10,23,
Jharkhand,Paratyphoid,2024,11,11,198.8181818181818
Jharkhand,Paratyphoid,2024,12,14,160.83333333333334
Jharkhand,Paratyphoid,2025,3,98,145.88888888888889
Jharkhand,Rubella,2024,6,15,199.25
Jharkhand,Scrub Typhus,2025,2,38,146.92592592592592
Jharkhand,Scrub Typhus,2025,3,5,145.88888888888889
Jharkhand,Scrub Typhus,2025,4,26,146.0
Jharkhand,Scrub typhus,2024,9,40,
Jharkhand,Scrub typhus,2024,10,5,
Jharkhand,Typhoid,2024,9,9,
Jharkhand,Typhoid,2024,11,8,198.8181818181818
Jharkhand,Typhoid,2024,12,15,160.83333333333334
Jharkhand,Typhoid,2025,2,8,146.92592592592592
Karnataka,Acute Diarrheal Disease,2023,1,222,82.8302752293578
Karnataka,Acute Diarrheal Disease,2023,2,393,89.73776223776224
Karnataka,Acute Diarrheal Disease,2023,3,156,73.52631578947368
Karnataka,Acute Diarrheal Disease,2023,4,463,65.55365474339035
Karnataka,Acute Diarrheal Disease,2023,5,216,55.9184339314845
Karnataka,Acute Diarrheal Disease,2023,6,852,54.72945205479452
Karnataka,Acute Diarrheal Disease,2023,7,400,43.700170357751276
Karnataka,Acute Diarrheal Disease,2023,8,439,49.66554621848739
Karnataka,Acute Diarrheal Disease,2023,9,185,46.23296354992076
Karnataka,Acute Diarrheal Disease,2023,10,53,71.26544943820225
Karnataka,Acute Diarrheal Disease,2023,11,387,71.63661581137309
Karnataka,Acute Diarrheal Disease,2024,1,112,75.86648865153538
Karnataka,Acute Diarrheal Disease,2024,2,106,68.16899441340782
Karnataka,Acute Diarrheal Disease,2024,3,115,71.17702702702702
Karnataka,Acute Diarrheal Disease,2024,4,337,68.72783825816485
Karnataka,Acute Diarrheal Disease,2024,5,213,61.26111908177905
Karnataka,Acute Diarrheal Disease,2024,6,277,48.72727272727273
Karnataka,Acute Diarrheal Disease,2024,7,274,48.55785123966942
Karnataka,Acute Diarrheal Disease,2024,8,418,45.6405325443787
Karnataka,Acute Diarrheal Disease,2024,9,270,44.2032967032967
Karnataka,Acute Diarrheal Disease,2024,10,177,50.71875
Karnataka,Acute Diarrheal Disease,2024,11,120,73.0358126721763
Karnataka,Acute Diarrheal Disease,2025,1,8,71.3036809815951
Karnataka,Acute Diarrheal Disease,2025,2,95,73.91395793499044
Karnataka,Acute Diarrheal Disease,2025,3,44,73.89432485322897
Karnataka,Acute Gastritis,2023,7,25,43.700170357751276
Karnataka,Acute Gastroenteritis,2023,6,69,54.72945205479452
Karnataka,Acute Gastroenteritis,2024,4,79,68.72783825816485
Karnataka,Acute Gastroenteritis,2024,5,67,61.26111908177905
Karnataka,Acute Gastroenteritis,2024,7,67,48.55785123966942
Karnataka,Animal bite - Dog Bite,2023,1,1,82.8302752293578
Karnataka,Animal bite - Dog Bite,2023,12,32,76.36582109479306
Karnataka,Chickenpox,2023,1,37,82.8302752293578
Karnataka,Chickenpox,2023,2,125,89.73776223776224
Karnataka,Chickenpox,2023,3,67,73.52631578947368
Karnataka,Chickenpox,2024,12,26,60.85217391304348
Karnataka,Chickenpox,2025,1,15,71.3036809815951
Karnataka,Chickenpox,2025,2,14,73.91395793499044
Karnataka,Chikungunya,2023,1,15,82.8302752293578
Karnataka,Chikungunya,2023,2,55,89.73776223776224
Karnataka,Chikungunya,2023,7,38,43.700170357751276
Karnataka,Chikungunya,2023,8,8,49.66554621848739
Karnataka,Chikungunya,2023,9,10,46.23296354992076
Karnataka,Chikungunya,2023,10,36,71.26544943820225
Karnataka,Chikungunya,2024,1,9,75.86648865153538
Karnataka,Chikungunya,2024,2,63,68.16899441340782
Karnataka,Chikungunya,2024,3,17,71.17702702702702
Karnataka,Chikungunya,2024,8,23,45.6405325443787
Karnataka,Chikungunya,2024,9,45,44.2032967032967
Karnataka,Chikungunya,2024,10,73,50.71875
Karnataka,Chikungunya,2024,11,12,73.0358126721763
Karnataka,Chikungunya,2025,1,5,71.3036809815951
Karnataka,Chikungunya,2025,2,5,73.91395793499044
Karnataka,Cholera,2023,5,132,55.9184339314845
Karnataka,Cholera,2023,6,609,54.72945205479452
Karnataka,Cholera,2023,7,130,43.700170357751276
Karnataka,Cholera,2023,8,276,49.66554621848739
Karnataka,Cholera,2023,12,318,76.36582109479306
Karnataka,Cholera,2024,1,97,75.86648865153538
Karnataka,Cholera,2024,4,73,68.72783825816485
Karnataka,Cholera,2024,5,869,61.26111908177905
Karnataka,Cholera,2024,6,525,48.72727272727273
Karnataka,Cholera,2024,7,149,48.55785123966942
Karnataka,Cholera,2024,8,30,45.6405325443787
Karnataka,Cholera,2024,9,13,44.2032967032967
Karnataka,Cholera,2024,10,85,50.71875
Karnataka,Cholera,2024,11,15,73.0358126721763
Karnataka,Cholera,2024,12,256,60.85217391304348
Karnataka,Cholera,2025,3,39,73.89432485322897
Karnataka,Dengue,2023,4,15,65.55365474339035
Karnataka,Dengue,2023,6,14,54.72945205479452
Karnataka,Dengue,2023,9,15,46.23296354992076
Karnataka,Dengue,2023,10,109,71.26544943820225
Karnataka,Dengue,2023,11,11,71.63661581137309
Karnataka,Dengue,2024,3,45,71.17702702702702
Karnataka,Dengue,2024,7,3,48.55785123966942
Karnataka,Dengue,2024,8,61,45.6405325443787
Karnataka,Dengue,2024,9,37,44.2032967032967
Karnataka,Dengue and Chikungunya,2023,1,20,82.8302752293578
Karnataka,Diphtheria,2023,2,1,89.73776223776224
Karnataka,Diphtheria,2024,1,1,75.86648865153538
Karnataka,Dysentery,2024,9,35,44.2032967032967
Karnataka,Fever,2023,9,34,46.23296354992076
Karnataka,Fever,2023,10,44,71.26544943820225
Karnataka,Fever,2024,7,21,48.55785123966942
Karnataka,Fever with Rash,2023,3,8,73.52631578947368
Karnataka,Food Poisoning,2023,1,42,82.8302752293578
Karnataka,Food Poisoning,2023,2,295,89.73776223776224
Karnataka,Food Poisoning,2023,3,126,73.52631578947368
Karnataka,Food Poisoning,2023,4,32,65.55365474339035
Karnataka,Food Poisoning,2023,6,77,54.72945205479452
Karnataka,Food Poisoning,2023,8,29,49.66554621848739
Karnataka,Food Poisoning,2023,9,10,46.23296354992076
Karnataka,Food Poisoning,2023,12,37,76.36582109479306
Karnataka,Food Poisoning,2024,1,92,75.86648865153538
Karnataka,Food Poisoning,2024,2,24,68.16899441340782
Karnataka,Food Poisoning,2024,3,69,71.17702702702702
Karnataka,Food Poisoning,2024,4,498,68.72783825816485
Karnataka,Food Poisoning,2024,5,583,61.26111908177905
Karnataka,Food Poisoning,2024,6,172,48.72727272727273
Karnataka,Food Poisoning,2024,7,97,48.55785123966942
Karnataka,Food Poisoning,2024,8,73,45.6405325443787
Karnataka,Food Poisoning,2024,9,14,44.2032967032967
Karnataka,Food Poisoning,2024,10,34,50.71875
Karnataka,Food Poisoning,2024,11,313,73.0358126721763
Karnataka,Food Poisoning,2025,1,86,71.3036809815951
Karnataka,Food Poisoning,2025,2,91,73.91395793499044
Karnataka,Food Poisoning,2025,3,206,73.89432485322897
Karnataka,Food Poisoning,2025,4,19,60.99595141700405
Karnataka,Forest Disease,2025,1,5,71.3036809815951
Karnataka,Hand Foot and Mouth Disease,2024,11,241,73.0358126721763
Karnataka,Hepatitis A,2024,7,24,48.55785123966942
Karnataka,Hepatitis A,2025,3,16,73.89432485322897
Karnataka,Hepatitis A,2025,4,8,60.99595141700405
Karnataka,Human Rabies,2023,1,1,82.8302752293578
Karnataka,Human Rabies,2023,2,3,89.73776223776224
Karnataka,Human Rabies,2023,3,5,73.52631578947368
Karnataka,Human Rabies,2023,4,4,65.55365474339035
Karnataka,Human Rabies,2023,5,1,55.9184339314845
Karnataka,Human Rabies,2023,6,1,54.72945205479452
Karnataka,Human Rabies,2023,7,2,43.700170357751276
Karnataka,Human Rabies,2023,8,1,49.66554621848739
Karnataka,Human Rabies,2023,9,2,46.23296354992076
Karnataka,Human Rabies,2023,10,1,71.26544943820225
Karnataka,Human Rabies,2023,11,2,71.63661581137309
Karnataka,Human Rabies,2023,12,1,76.36582109479306
Karnataka,Human Rabies,2024,2,2,68.16899441340782
Karnataka,Human Rabies,2024,6,3,48.72727272727273
Karnataka,Influenza,2024,5,1,61.26111908177905
Karnataka,Japanese Encephalitis,2023,10,6,71.26544943820225
Karnataka,Japanese Encephalitis,2024,12,1,60.85217391304348
Karnataka,Kyasanur Fandest Disease,2023,1,1,82.8302752293578
Karnataka,Kyasanur Fandest Disease,2023,12,1,76.36582109479306
Karnataka,Kyasanur Fandest Disease,2024,1,754,75.86648865153538
Karnataka,Kyasanur Fandest Disease,2024,2,194,68.16899441340782
Karnataka,Kyasanur Fandest Disease,2024,3,141,71.17702702702702
Karnataka,Leishmaniasis,2023,2,1,89.73776223776224
Karnataka,Leptospirosis,2023,4,1,65.55365474339035
Karnataka,Leptospirosis,2023,7,2,43.700170357751276
Karnataka,Leptospirosis,2023,8,11,49.66554621848739
Karnataka,Leptospirosis,2023,9,1,46.23296354992076
Karnataka,Leptospirosis,2023,10,4,71.26544943820225
Karnataka,Leptospirosis,2024,6,19,48.72727272727273
Karnataka,Leptospirosis,2024,10,15,50.71875
Karnataka,Leptospirosis,2025,1,1,71.3036809815951
Karnataka,Malaria,2023,11,1,71.63661581137309
Karnataka,Malaria,2024,6,49,48.72727272727273
Karnataka,Measles,2023,3,29,73.52631578947368
Karnataka,Measles,2023,4,81,65.55365474339035
Karnataka,Measles,2023,11,7,71.63661581137309
Karnataka,Measles,2024,4,34,68.72783825816485
Karnataka,Measles,2024,10,11,50.71875
Karnataka,Measles and Rubella,2023,2,60,89.73776223776224
Karnataka,Mumps,2023,7,28,43.700170357751276
Karnataka,Mumps,2023,8,6,49.66554621848739
Karnataka,Mumps,2023,9,22,46.23296354992076
Karnataka,Mumps,2023,10,28,71.26544943820225
Karnataka,Mumps,2023,11,44,71.63661581137309
Karnataka,Mumps,2023,12,55,76.36582109479306
Karnataka,Mumps,2024,2,35,68.16899441340782
Karnataka,Mumps,2024,11,13,73.0358126721763
Karnataka,Others,2023,7,25,43.700170357751276
Karnataka,Pyrexia of Unknown andigin (PUO),2023,1,74,82.8302752293578
Karnataka,Shigellosis,2024,2,39,68.16899441340782
Karnataka,Suspected Human Rabies,2023,6,2,54.72945205479452
Karnataka,Typhoid,2023,6,47,54.72945205479452
Karnataka,Typhoid,2024,12,18,60.85217391304348
Karnataka,Typhoid Fever,2023,6,41,54.72945205479452
Karnataka,Zika Virus,2024,7,3,48.55785123966942
Karnataka,Zika Virus,2024,8,7,45.6405325443787
Kerala,ARI Influenza Like Illness(ILI),2024,7,19,54.771929824561404
Kerala,Acute Diarrheal Disease,2023,1,607,101.7431693989071
Kerala,Acute Diarrheal Disease,2023,4,569,70.69747899159664
Kerala,Acute Diarrheal Disease,2023,5,131,67.97163120567376
Kerala,Acute Diarrheal Disease,2023,6,87,62.033112582781456
Kerala,Acute Diarrheal Disease,2023,7,27,57.984962406015036
Kerala,Acute Diarrheal Disease,2023,8,42,61.24475524475525
Kerala,Acute Diarrheal Disease,2023,9,116,56.064935064935064
Kerala,Acute Diarrheal Disease,2023,10,477,64.3006993006993
Kerala,Acute Diarrheal Disease,2023,11,167,67.08125
Kerala,Acute Diarrheal Disease,2023,12,137,67.22641509433963
Kerala,Acute Diarrheal Disease,2024,1,184,77.50714285714285
Kerala,Acute Diarrheal Disease,2024,2,20,76.3974358974359
Kerala,Acute Diarrheal Disease,2024,3,331,75.63333333333334
Kerala,Acute Diarrheal Disease,2024,4,36,71.3
Kerala,Acute Diarrheal Disease,2024,5,50,67.10077519379846
Kerala,Acute Diarrheal Disease,2024,6,765,58.17391304347826
Kerala,Acute Diarrheal Disease,2024,7,135,54.771929824561404
Kerala,Acute Diarrheal Disease,2024,8,15,52.63551401869159
Kerala,Acute Diarrheal Disease,2024,9,23,54.25
Kerala,Acute Diarrheal Disease,2024,10,98,51.242990654205606
Kerala,Acute Diarrheal Disease,2024,11,152,62.19469026548673
Kerala,Acute Diarrheal Disease,2024,12,148,60.9453125
Kerala,Acute Diarrheal Disease,2025,1,42,72.925
Kerala,Acute Diarrheal Disease,2025,2,151,73.01801801801801
Kerala,Acute Diarrheal Disease,2025,3,246,74.48062015503876
Kerala,Acute Encephalitic Syndrome,2024,5,4,67.10077519379846
Kerala,Acute Gastroenteritis,2023,5,45,67.97163120567376
Kerala,Acute Gastroenteritis,2024,6,71,58.17391304347826
Kerala,Acute Gastroenteritis,2024,7,223,54.771929824561404
Kerala,Acute Gastroenteritis,2024,10,21,51.242990654205606
Kerala,Acute Gastroenteritis,2024,12,319,60.9453125
Kerala,Acute Gastroenteritis,2025,1,1529,72.925
Kerala,Acute Gastroenteritis,2025,2,9,73.01801801801801
Kerala,Acute Gastroenteritis,2025,3,102,74.48062015503876
Kerala,Acute Gastroenteritis (Norovirus),2025,1,149,72.925
Kerala,Acute Hepatitis A,2024,2,409,76.3974358974359
Kerala,Acute Hepatitis A,2025,3,17,74.48062015503876
Kerala,Adenovirus,2023,2,656,97.21818181818182
Kerala,Adenovirus,2023,3,220,88.15294117647059
Kerala,Adenovirus,2023,4,117,70.69747899159664
Kerala,Amoebic Encephalitis,2024,10,1,51.242990654205606
Kerala,Animal bite - Dog Bite,2023,10,5,64.3006993006993
Kerala,Animal bite - Dog Bite,2024,1,9,77.50714285714285
Kerala,Brucellosis,2023,10,2,64.3006993006993
Kerala,Chickenpox,2023,1,29,101.7431693989071
Kerala,Chickenpox,2023,2,33,97.21818181818182
Kerala,Chickenpox,2023,3,12,88.15294117647059
Kerala,Chickenpox,2023,7,47,57.984962406015036
Kerala,Chickenpox,2023,9,50,56.064935064935064
Kerala,Chickenpox,2023,10,15,64.3006993006993
Kerala,Chickenpox,2023,11,61,67.08125
Kerala,Chickenpox,2023,12,46,67.22641509433963
Kerala,Chickenpox,2024,1,51,77.50714285714285
Kerala,Chickenpox,2024,2,33,76.3974358974359
Kerala,Chickenpox,2024,3,34,75.63333333333334
Kerala,Chickenpox,2024,7,8,54.771929824561404
Kerala,Chickenpox,2024,8,46,52.63551401869159
Kerala,Chickenpox,2024,10,5,51.242990654205606
Kerala,Chickenpox,2024,11,188,62.19469026548673
Kerala,Chickenpox,2024,12,21,60.9453125
Kerala,Chickenpox,2025,1,45,72.925
Kerala,Chickenpox,2025,2,60,73.01801801801801
Kerala,Chickenpox,2025,3,24,74.48062015503876
Kerala,Cholera,2023,3,52,88.15294117647059
Kerala,Cholera,2024,8,17,52.63551401869159
Kerala,Cutaneous Leishmaniasis,2023,2,1,97.21818181818182
Kerala,Cutaneous Leishmaniasis (Kala Azar),2023,6,7,62.033112582781456
Kerala,Dengue,2023,3,26,88.15294117647059
Kerala,Dengue,2023,4,108,70.69747899159664
Kerala,Dengue,2023,5,316,67.97163120567376
Kerala,Dengue,2023,6,150,62.033112582781456
Kerala,Dengue,2023,7,281,57.984962406015036
Kerala,Dengue,2023,8,43,61.24475524475525
Kerala,Dengue,2023,9,75,56.064935064935064
Kerala,Dengue,2023,10,12,64.3006993006993
Kerala,Dengue,2023,11,33,67.08125
Kerala,Dengue,2024,1,39,77.50714285714285
Kerala,Dengue,2024,2,34,76.3974358974359
Kerala,Dengue,2024,3,59,75.63333333333334
Kerala,Dengue,2024,4,46,71.3
Kerala,Dengue,2024,5,62,67.10077519379846
Kerala,Dengue,2024,6,388,58.17391304347826
Kerala,Dengue,2024,7,347,54.771929824561404
Kerala,Dengue,2024,8,21,52.63551401869159
Kerala,Dengue,2024,9,20,54.25
Kerala,Dengue,2024,10,12,51.242990654205606
Kerala,Dengue,2024,11,22,62.19469026548673
Kerala,Dengue,2025,1,1,72.925
Kerala,Dengue,2025,2,12,73.01801801801801
Kerala,Dengue,2025,3,26,74.48062015503876
Kerala,Fever,2023,9,36,56.064935064935064
Kerala,Fever with Rash,2024,1,91,77.50714285714285
Kerala,Food Poisoning,2023,1,719,101.7431693989071
Kerala,Food Poisoning,2023,2,987,97.21818181818182
Kerala,Food Poisoning,2023,3,133,88.15294117647059
Kerala,Food Poisoning,2023,4,176,70.69747899159664
Kerala,Food Poisoning,2023,5,836,67.97163120567376
Kerala,Food Poisoning,2023,6,269,62.033112582781456
Kerala,Food Poisoning,2023,7,51,57.984962406015036
Kerala,Food Poisoning,2023,8,143,61.24475524475525
Kerala,Food Poisoning,2023,9,110,56.064935064935064
Kerala,Food Poisoning,2023,10,25,64.3006993006993
Kerala,Food Poisoning,2023,11,57,67.08125
Kerala,Food Poisoning,2023,12,35,67.22641509433963
Kerala,Food Poisoning,2024,1,281,77.50714285714285
Kerala,Food Poisoning,2024,2,335,76.3974358974359
Kerala,Food Poisoning,2024,3,144,75.63333333333334
Kerala,Food Poisoning,2024,4,423,71.3
Kerala,Food Poisoning,2024,5,380,67.10077519379846
Kerala,Food Poisoning,2024,6,190,58.17391304347826
Kerala,Food Poisoning,2024,7,34,54.771929824561404
Kerala,Food Poisoning,2024,8,163,52.63551401869159
Kerala,Food Poisoning,2024,9,71,54.25
Kerala,Food Poisoning,2024,10,359,51.242990654205606
Kerala,Food Poisoning,2024,11,407,62.19469026548673
Kerala,Food Poisoning,2024,12,527,60.9453125
Kerala,Food Poisoning,2025,1,1427,72.925
Kerala,Food Poisoning,2025,2,198,73.01801801801801
Kerala,Food Poisoning,2025,3,385,74.48062015503876
Kerala,Food Poisoning,2025,4,477,62.16279069767442
Kerala,Food Poisoning (NandoVirus),2023,1,73,101.7431693989071
Kerala,Food Poisoning (Shigella Sonnie),2023,5,7,67.97163120567376
Kerala,Gastroenteritis,2025,2,51,73.01801801801801
Kerala,H3N2,2023,1,23,101.7431693989071
Kerala,Hepatitis,2024,11,144,62.19469026548673
Kerala,Hepatitis,2025,2,34,73.01801801801801
Kerala,Hepatitis A,2023,3,73,88.15294117647059
Kerala,Hepatitis A,2023,4,13,70.69747899159664
Kerala,Hepatitis A,2023,7,37,57.984962406015036
Kerala,Hepatitis A,2023,8,51,61.24475524475525
Kerala,Hepatitis A,2023,9,156,56.064935064935064
Kerala,Hepatitis A,2023,10,112,64.3006993006993
Kerala,Hepatitis A,2023,11,139,67.08125
Kerala,Hepatitis A,2023,12,33,67.22641509433963
Kerala,Hepatitis A,2024,1,42,77.50714285714285
Kerala,Hepatitis A,2024,2,174,76.3974358974359
Kerala,Hepatitis A,2024,3,468,75.63333333333334
Kerala,Hepatitis A,2024,4,288,71.3
Kerala,Hepatitis A,2024,5,231,67.10077519379846
Kerala,Hepatitis A,2024,6,137,58.17391304347826
Kerala,Hepatitis A,2024,7,242,54.771929824561404
Kerala,Hepatitis A,2024,8,87,52.63551401869159
Kerala,Hepatitis A,2024,9,506,54.25
Kerala,Hepatitis A,2024,10,477,51.242990654205606
Kerala,Hepatitis A,2024,11,88,62.19469026548673
Kerala,Hepatitis A,2024,12,359,60.9453125
Kerala,Hepatitis A,2025,1,153,72.925
Kerala,Hepatitis A,2025,2,265,73.01801801801801
Kerala,Hepatitis A,2025,3,318,74.48062015503876
Kerala,Hepatitis A,2025,4,176,62.16279069767442
Kerala,Jaundice,2023,8,7,61.24475524475525
Kerala,Jaundice,2023,12,18,67.22641509433963
Kerala,Jaundice,2024,4,37,71.3
Kerala,Jaundice,2024,6,24,58.17391304347826
Kerala,Jaundice,2024,7,55,54.771929824561404
Kerala,Jaundice,2025,2,94,73.01801801801801
Kerala,Leishmaniasis,2025,4,1,62.16279069767442
Kerala,Leptospirosis,2024,7,8,54.771929824561404
Kerala,Leptospirosis,2024,9,11,54.25
Kerala,Malaria,2024,6,3,58.17391304347826
Kerala,Malaria,2025,1,1,72.925
Kerala,Measles,2023,1,80,101.7431693989071
Kerala,Measles,2023,2,12,97.21818181818182
Kerala,Measles,2023,4,29,70.69747899159664
Kerala,Measles,2023,9,34,56.064935064935064
Kerala,Measles,2023,10,37,64.3006993006993
Kerala,Melioidosis,2023,7,2,57.984962406015036
Kerala,Melioidosis,2024,1,2,77.50714285714285
Kerala,Meningitis,2025,3,5,74.48062015503876
Kerala,Monkey Pox,2023,1,1,101.7431693989071
Kerala,Monkey Pox,2023,2,1,97.21818181818182
Kerala,Monkey Pox,2023,5,1,67.97163120567376
Kerala,Monkey Pox,2023,6,1,62.033112582781456
Kerala,Monkey Pox,2023,12,2,67.22641509433963
Kerala,Mpox,2024,9,2,54.25
Kerala,Mpox,2024,12,3,60.9453125
Kerala,Mpox,2025,1,2,72.925
Kerala,Mpox,2025,2,5,73.01801801801801
Kerala,Mpox,2025,3,2,74.48062015503876
Kerala,Mumps,2023,8,15,61.24475524475525
Kerala,Mumps,2023,10,85,64.3006993006993
Kerala,Mumps,2023,11,22,67.08125
Kerala,Mumps,2023,12,7,67.22641509433963
Kerala,Mumps,2024,1,57,77.50714285714285
Kerala,Mumps,2024,2,90,76.3974358974359
Kerala,Mumps,2024,3,258,75.63333333333334
Kerala,Mumps,2024,4,13,71.3
Kerala,Mumps,2024,6,31,58.17391304347826
Kerala,Mumps,2024,7,206,54.771929824561404
Kerala,Mumps,2024,8,145,52.63551401869159
Kerala,Mumps,2024,9,58,54.25
Kerala,Mumps,2024,10,260,51.242990654205606
Kerala,Mumps,2024,11,375,62.19469026548673
Kerala,Mumps,2024,12,126,60.9453125
Kerala,Mumps,2025,1,124,72.925
Kerala,Mumps,2025,2,139,73.01801801801801
Kerala,Mumps,2025,3,34,74.48062015503876
Kerala,Nile Fever,2025,2,2,73.01801801801801
Kerala,Nipah Virus,2023,6,6,62.033112582781456
Kerala,Nipah Virus,2024,7,1,54.771929824561404
Kerala,Nipah Virus,2024,9,1,54.25
Kerala,Poisoning,2025,2,77,73.01801801801801
Kerala,Primary Amoebic Meningo-encephalitis,2024,8,7,52.63551401869159
Kerala,Scrub Typhus,2024,11,3,62.19469026548673
Kerala,Shigellosis,2023,11,26,67.08125
Kerala,Suspected Dengue Fever,2023,5,5,67.97163120567376
Kerala,Typhoid,2023,3,32,88.15294117647059
Kerala,Typhoid,2023,8,37,61.24475524475525
Kerala,Typhoid,2024,2,57,76.3974358974359
Kerala,Typhoid,2025,4,29,62.16279069767442
Kerala,West Nile Fever,2023,3,2,88.15294117647059
Kerala,West Nile Fever,2023,4,1,70.69747899159664
Kerala,West Nile Fever,2023,5,2,67.97163120567376
Kerala,West Nile Fever,2023,6,2,62.033112582781456
Kerala,West Nile Fever,2023,9,1,56.064935064935064
Kerala,West Nile Fever,2023,10,1,64.3006993006993
Kerala,West Nile Fever,2024,1,1,77.50714285714285
Kerala,West Nile Fever,2024,4,1,71.3
Kerala,West Nile Fever,2024,5,3,67.10077519379846
Kerala,West Nile Fever,2025,2,2,73.01801801801801
Kerala,Zika Virus,2023,5,2,67.97163120567376
Kerala,Zika Virus,2023,6,2,62.033112582781456
Kerala,Zika Virus,2023,10,6,64.3006993006993
Kerala,Zika Virus,2023,11,2,67.08125
Ladakh,Hand Foot and Mouth Disease,2023,6,52,
Ladakh,Mumps,2024,6,62,
Ladakh,Mumps,2024,8,49,
Madhya,Chickenpox,2025,3,7,
Madhya,Measles,2025,3,36,
Madhya Pradesh,Acute Diarrheal Disease,2023,2,77,126.95876288659794
Madhya Pradesh,Acute Diarrheal Disease,2023,6,58,82.92512077294685
Madhya Pradesh,Acute Diarrheal Disease,2023,7,329,61.11864406779661
Madhya Pradesh,Acute Diarrheal Disease,2023,8,320,72.7560975609756
