,area,month,aqi_value
769,Surat,2023-01,220.15384615384616
770,Surat,2023-02,193.04166666666666
771,Surat,2023-03,144.42307692307693
772,Surat,2023-04,85.3157894736842
773,Surat,2023-05,110.27586206896552
774,Surat,2023-06,85.88888888888889
775,Surat,2023-07,29.736842105263158
776,Surat,2023-08,121.625
777,Surat,2023-09,183.46153846153845
778,Surat,2023-10,146.3548387096774
779,Surat,2023-11,185.60714285714286
780,Surat,2023-12,170.625
781,Surat,2024-01,69.09677419354838
782,Surat,2024-02,66.53846153846153
783,Surat,2024-03,79.96551724137932
784,Surat,2024-04,54.666666666666664
785,Surat,2024-05,36.44444444444444
786,Surat,2024-06,71.11111111111111
787,Surat,2024-07,69.9047619047619
788,Surat,2024-08,66.76666666666667
789,Surat,2024-09,68.46666666666667
790,Surat,2024-10,133.4
791,Surat,2024-11,212.83333333333334
792,Surat,2024-12,89.22222222222223
793,Surat,2025-01,85.79166666666667
794,Surat,2025-02,79.78260869565217
795,Surat,2025-03,97.0
796,Surat,2025-04,51.333333333333336
797,Thiruvananthapuram,2022-04,45.06666666666667
798,Thiruvananthapuram,2022-05,42.38709677419355
799,Thiruvananthapuram,2022-06,43.5
800,Thiruvananthapuram,2022-07,48.193548387096776
801,Thiruvananthapuram,2022-08,40.774193548387096
802,Thiruvananthapuram,2022-09,35.8
803,Thiruvananthapuram,2022-10,47.483870967741936
804,Thiruvananthapuram,2022-11,57.5
805,Thiruvananthapuram,2022-12,71.51612903225806
806,Thiruvananthapuram,2023-01,84.83870967741936
807,Thiruvananthapuram,2023-02,77.85714285714286
808,Thiruvananthapuram,2023-03,58.645161290322584
809,Thiruvananthapuram,2023-04,48.1
810,Thiruvananthapuram,2023-05,33.61290322580645
811,Thiruvananthapuram,2023-06,32.53333333333333
812,Thiruvananthapuram,2023-07,27.75862068965517
813,Thiruvananthapuram,2023-08,33.83870967741935
814,Thiruvananthapuram,2023-09,31.733333333333334
815,Thiruvananthapuram,2023-10,43.2
816,Thiruvananthapuram,2023-11,48.41379310344828
817,Thiruvananthapuram,2023-12,52.61290322580645
818,Thiruvananthapuram,2024-01,70.45161290322581
819,Thiruvananthapuram,2024-02,63.827586206896555
820,Thiruvananthapuram,2024-03,73.12903225806451
821,Thiruvananthapuram,2024-04,63.166666666666664
822,Thiruvananthapuram,2024-05,55.6
823,Thiruvananthapuram,2024-06,40.766666666666666
824,Thiruvananthapuram,2024-07,43.096774193548384
825,Thiruvananthapuram,2024-08,46.225806451612904
826,Thiruvananthapuram,2024-09,42.766666666666666
827,Thiruvananthapuram,2024-10,48.225806451612904
828,Thiruvananthapuram,2024-11,66.36666666666666
829,Thiruvananthapuram,2024-12,56.064516129032256
830,Thiruvananthapuram,2025-01,74.43333333333334
831,Thiruvananthapuram,2025-02,92.0
832,Thiruvananthapuram,2025-03,107.3225806451613
833,Thiruvananthapuram,2025-04,56.13333333333333
834,Tiruchirappalli,2023-12,73.0
835,Tiruchirappalli,2024-01,69.8
836,Tiruchirappalli,2024-08,24.416666666666668
837,Tiruchirappalli,2024-09,20.5
838,Tiruchirappalli,2024-10,35.875
839,Tiruchirappalli,2024-11,56.266666666666666
840,Tiruchirappalli,2024-12,56.6
841,Tiruchirappalli,2025-01,75.38461538461539
842,Tiruchirappalli,2025-02,75.44
843,Tiruchirappalli,2025-03,78.20689655172414
844,Tiruchirappalli,2025-04,47.18518518518518
845,Varanasi,2022-04,120.33333333333333
846,Varanasi,2022-05,96.54838709677419
847,Varanasi,2022-06,83.83333333333333
848,Varanasi,2022-07,53.0
849,Varanasi,2022-08,52.03225806451613
850,Varanasi,2022-09,57.13333333333333
851,Varanasi,2022-10,107.70967741935483
852,Varanasi,2022-11,120.1
853,Varanasi,2022-12,99.06451612903226
854,Varanasi,2023-01,81.48387096774194
855,Varanasi,2023-02,62.0
856,Varanasi,2023-03,65.45161290322581
857,Varanasi,2023-04,76.6
858,Varanasi,2023-05,70.80645161290323
859,Varanasi,2023-06,73.06666666666666
860,Varanasi,2023-07,34.61290322580645
861,Varanasi,2023-08,45.54838709677419
862,Varanasi,2023-09,33.43333333333333
863,Varanasi,2023-10,60.16129032258065
864,Varanasi,2023-11,93.13333333333334
865,Varanasi,2023-12,77.80645161290323
866,Varanasi,2024-01,69.45161290322581
867,Varanasi,2024-02,49.41379310344828
868,Varanasi,2024-03,35.03225806451613
869,Varanasi,2024-04,35.0
870,Varanasi,2024-05,38.58064516129032
871,Varanasi,2024-06,41.9
872,Varanasi,2024-07,46.935483870967744
873,Varanasi,2024-08,51.645161290322584
874,Varanasi,2024-09,65.0
875,Varanasi,2024-10,77.83870967741936
876,Varanasi,2024-11,93.1
877,Varanasi,2024-12,62.29032258064516
878,Varanasi,2025-01,51.2
879,Varanasi,2025-02,51.285714285714285
880,Varanasi,2025-03,71.96774193548387
881,Varanasi,2025-04,78.56666666666666
882,Visakhapatnam,2022-04,78.06896551724138
883,Visakhapatnam,2022-05,88.68
884,Visakhapatnam,2022-06,90.57142857142857
885,Visakhapatnam,2022-07,84.48387096774194
886,Visakhapatnam,2022-08,88.41935483870968
887,Visakhapatnam,2022-09,78.2
888,Visakhapatnam,2022-10,89.62068965517241
889,Visakhapatnam,2022-11,149.7
890,Visakhapatnam,2022-12,178.66666666666666
891,Visakhapatnam,2023-01,191.23333333333332
892,Visakhapatnam,2023-02,150.8846153846154
893,Visakhapatnam,2023-03,139.9
894,Visakhapatnam,2023-04,111.6896551724138
895,Visakhapatnam,2023-05,101.53333333333333
896,Visakhapatnam,2023-06,119.89655172413794
897,Visakhapatnam,2023-07,83.8
898,Visakhapatnam,2023-08,113.07142857142857
899,Visakhapatnam,2023-09,95.05555555555556
900,Visakhapatnam,2023-10,148.14285714285714
901,Visakhapatnam,2023-11,122.18181818181819
902,Visakhapatnam,2023-12,169.70833333333334
903,Visakhapatnam,2024-01,193.60714285714286
904,Visakhapatnam,2024-02,111.96551724137932
905,Visakhapatnam,2024-03,102.16129032258064
906,Visakhapatnam,2024-04,104.5
907,Visakhapatnam,2024-05,88.51612903225806
908,Visakhapatnam,2024-06,98.82142857142857
909,Visakhapatnam,2024-07,89.06451612903226
910,Visakhapatnam,2024-08,85.75862068965517
911,Visakhapatnam,2024-09,90.13793103448276
912,Visakhapatnam,2024-10,97.21428571428571
913,Visakhapatnam,2024-11,142.2
914,Visakhapatnam,2024-12,125.46153846153847
915,Visakhapatnam,2025-01,196.65384615384616
916,Visakhapatnam,2025-02,135.68
917,Visakhapatnam,2025-03,91.6774193548387
918,Visakhapatnam,2025-04,89.48148148148148
