,area,month,state,aqi_value
2171,Chikkaballapur,2022-05,Karnataka,58.6
2172,Chikkaballapur,2022-06,Karnataka,38.22222222222222
2173,Chikkaballapur,2022-07,Karnataka,33.666666666666664
2174,Chikkaballapur,2022-08,Karnataka,34.714285714285715
2175,Chikkaballapur,2022-09,Karnataka,35.793103448275865
2176,Chikkaballapur,2022-10,Karnataka,70.90322580645162
2177,Chikkaballapur,2022-11,Karnataka,96.86666666666666
2178,Chikkaballapur,2022-12,Karnataka,91.6774193548387
2179,Chikkaballapur,2023-01,Karnataka,114.06451612903226
2180,Chikkaballapur,2023-02,Karnataka,118.42857142857143
2181,Chikkaballapur,2023-03,Karnataka,70.56666666666666
2182,Chikkaballapur,2023-04,Karnataka,66.44827586206897
2183,Chikkaballapur,2023-05,Karnataka,51.0
2184,Chikkaballapur,2023-06,Karnataka,44.629629629629626
2185,Chikkaballapur,2023-07,Karnataka,32.12903225806452
2186,Chikkaballapur,2023-08,Karnataka,44.03448275862069
2187,Chikkaballapur,2023-09,Karnataka,32.407407407407405
2188,Chikkaballapur,2023-10,Karnataka,85.3103448275862
2189,Chikkaballapur,2023-11,Karnataka,67.26923076923077
2190,Chikkaballapur,2023-12,Karnataka,74.7
2191,Chikkaballapur,2024-01,Karnataka,87.38709677419355
2192,Chikkaballapur,2024-02,Karnataka,79.88888888888889
2193,Chikkaballapur,2024-03,Karnataka,90.51612903225806
2194,Chikkaballapur,2024-04,Karnataka,70.53333333333333
2195,Chikkaballapur,2024-05,Karnataka,52.206896551724135
2196,Chikkaballapur,2024-06,Karnataka,31.933333333333334
2197,Chikkaballapur,2024-07,Karnataka,27.607142857142858
2198,Chikkaballapur,2024-08,Karnataka,27.96551724137931
2199,Chikkaballapur,2024-09,Karnataka,33.827586206896555
2200,Chikkaballapur,2024-10,Karnataka,51.41935483870968
2201,Chikkaballapur,2024-11,Karnataka,93.62068965517241
2202,Chikkaballapur,2024-12,Karnataka,66.14814814814815
2203,Chikkaballapur,2025-01,Karnataka,72.86206896551724
2204,Chikkaballapur,2025-02,Karnataka,77.71428571428571
2205,Chikkaballapur,2025-03,Karnataka,75.64285714285714
2206,Chikkaballapur,2025-04,Karnataka,67.37931034482759
2207,Chikkamagaluru,2022-04,Karnataka,52.0
2208,Chikkamagaluru,2022-05,Karnataka,49.80769230769231
2209,Chikkamagaluru,2022-06,Karnataka,34.851851851851855
2210,Chikkamagaluru,2022-07,Karnataka,33.81481481481482
2211,Chikkamagaluru,2022-08,Karnataka,32.689655172413794
2212,Chikkamagaluru,2022-09,Karnataka,37.370370370370374
2213,Chikkamagaluru,2022-10,Karnataka,49.888888888888886
2214,Chikkamagaluru,2022-11,Karnataka,49.23076923076923
2215,Chikkamagaluru,2022-12,Karnataka,44.5
2216,Chikkamagaluru,2023-01,Karnataka,55.266666666666666
2217,Chikkamagaluru,2023-02,Karnataka,55.130434782608695
2218,Chikkamagaluru,2023-03,Karnataka,47.7
2219,Chikkamagaluru,2023-04,Karnataka,49.708333333333336
2220,Chikkamagaluru,2023-05,Karnataka,49.0
2221,Chikkamagaluru,2023-06,Karnataka,45.3
2222,Chikkamagaluru,2023-07,Karnataka,32.22727272727273
2223,Chikkamagaluru,2023-08,Karnataka,41.294117647058826
2224,Chikkamagaluru,2023-09,Karnataka,38.6551724137931
2225,Chikkamagaluru,2023-10,Karnataka,56.074074074074076
2226,Chikkamagaluru,2023-11,Karnataka,48.63333333333333
2227,Chikkamagaluru,2023-12,Karnataka,55.774193548387096
2228,Chikkamagaluru,2024-01,Karnataka,61.166666666666664
2229,Chikkamagaluru,2024-02,Karnataka,54.208333333333336
2230,Chikkamagaluru,2024-03,Karnataka,65.91304347826087
2231,Chikkamagaluru,2024-04,Karnataka,57.6
2232,Chikkamagaluru,2024-05,Karnataka,57.25
2233,Chikkamagaluru,2024-06,Karnataka,48.0
2234,Chikkamagaluru,2024-07,Karnataka,38.53846153846154
2235,Chikkamagaluru,2024-08,Karnataka,42.333333333333336
2236,Chikkamagaluru,2024-09,Karnataka,38.37931034482759
2237,Chikkamagaluru,2024-10,Karnataka,40.67857142857143
2238,Chikkamagaluru,2024-11,Karnataka,52.5
2239,Chikkamagaluru,2024-12,Karnataka,42.793103448275865
2240,Chikkamagaluru,2025-01,Karnataka,48.55172413793103
2241,Chikkamagaluru,2025-02,Karnataka,54.5
2242,Chikkamagaluru,2025-03,Karnataka,63.833333333333336
2243,Chikkamagaluru,2025-04,Karnataka,48.27272727272727
2244,Chittoor,2022-11,Andhra Pradesh,77.66666666666667
2245,Chittoor,2022-12,Andhra Pradesh,64.1
2246,Chittoor,2023-01,Andhra Pradesh,59.0
2247,Chittoor,2023-02,Andhra Pradesh,98.26923076923077
2248,Chittoor,2023-03,Andhra Pradesh,71.07407407407408
2249,Chittoor,2023-05,Andhra Pradesh,79.625
2250,Chittoor,2023-06,Andhra Pradesh,50.206896551724135
2251,Chittoor,2023-07,Andhra Pradesh,34.064516129032256
2252,Chittoor,2023-08,Andhra Pradesh,46.266666666666666
2253,Chittoor,2023-09,Andhra Pradesh,38.035714285714285
2254,Chittoor,2023-10,Andhra Pradesh,119.5
2255,Chittoor,2023-11,Andhra Pradesh,79.81481481481481
2256,Chittoor,2023-12,Andhra Pradesh,84.46666666666667
2257,Chittoor,2024-01,Andhra Pradesh,73.5
2258,Chittoor,2024-02,Andhra Pradesh,76.26086956521739
2259,Chittoor,2024-03,Andhra Pradesh,91.23809523809524
2260,Chittoor,2024-04,Andhra Pradesh,91.5
2261,Chittoor,2024-05,Andhra Pradesh,71.22222222222223
2262,Chittoor,2024-06,Andhra Pradesh,54.77777777777778
2263,Chittoor,2024-07,Andhra Pradesh,63.904761904761905
2264,Chittoor,2024-08,Andhra Pradesh,54.916666666666664
2265,Chittoor,2024-09,Andhra Pradesh,63.666666666666664
2266,Chittoor,2024-10,Andhra Pradesh,68.03571428571429
2267,Chittoor,2024-11,Andhra Pradesh,96.57692307692308
2268,Chittoor,2024-12,Andhra Pradesh,88.2
2269,Chittoor,2025-01,Andhra Pradesh,122.25
2270,Chittoor,2025-02,Andhra Pradesh,90.08
2271,Chittoor,2025-03,Andhra Pradesh,78.37037037037037
2272,Chittoor,2025-04,Andhra Pradesh,86.70370370370371
2273,Chittorgarh,2023-03,Rajasthan,133.75
2274,Chittorgarh,2023-04,Rajasthan,159.0
2275,Chittorgarh,2023-05,Rajasthan,102.41379310344827
2276,Chittorgarh,2023-06,Rajasthan,81.54545454545455
2277,Chittorgarh,2023-07,Rajasthan,60.65217391304348
2278,Chittorgarh,2023-08,Rajasthan,92.03703703703704
2279,Chittorgarh,2023-09,Rajasthan,82.85185185185185
2280,Chittorgarh,2023-10,Rajasthan,135.0344827586207
2281,Chittorgarh,2023-11,Rajasthan,201.66666666666666
2282,Chittorgarh,2023-12,Rajasthan,210.55555555555554
2283,Chittorgarh,2024-01,Rajasthan,204.52
2284,Chittorgarh,2024-02,Rajasthan,125.16
2285,Chittorgarh,2024-03,Rajasthan,125.55172413793103
2286,Chittorgarh,2024-04,Rajasthan,119.88888888888889
2287,Chittorgarh,2024-05,Rajasthan,134.07692307692307
2288,Chittorgarh,2024-06,Rajasthan,98.625
2289,Chittorgarh,2024-07,Rajasthan,97.46428571428571
2290,Chittorgarh,2024-08,Rajasthan,83.85185185185185
2291,Chittorgarh,2024-09,Rajasthan,102.79166666666667
2292,Chittorgarh,2024-10,Rajasthan,108.48275862068965
2293,Chittorgarh,2024-11,Rajasthan,180.0
2294,Chittorgarh,2024-12,Rajasthan,177.90322580645162
2295,Chittorgarh,2025-01,Rajasthan,148.06896551724137
2296,Chittorgarh,2025-02,Rajasthan,126.35714285714286
2297,Chittorgarh,2025-03,Rajasthan,121.93548387096774
2298,Chittorgarh,2025-04,Rajasthan,130.3793103448276
2299,Churu,2023-03,Rajasthan,115.25
2300,Churu,2023-04,Rajasthan,125.78571428571429
2301,Churu,2023-05,Rajasthan,128.625
2302,Churu,2023-06,Rajasthan,107.08333333333333
2303,Churu,2023-07,Rajasthan,70.2
2304,Churu,2023-08,Rajasthan,74.23333333333333
2305,Churu,2023-09,Rajasthan,64.46428571428571
2306,Churu,2023-10,Rajasthan,105.61290322580645
2307,Churu,2023-11,Rajasthan,289.4
2308,Churu,2023-12,Rajasthan,209.44444444444446
2309,Churu,2024-01,Rajasthan,208.16666666666666
2310,Churu,2024-02,Rajasthan,112.64
2311,Churu,2024-03,Rajasthan,123.93548387096774
2312,Churu,2024-04,Rajasthan,133.86363636363637
2313,Churu,2024-05,Rajasthan,167.83333333333334
2314,Churu,2024-06,Rajasthan,136.24137931034483
2315,Churu,2024-07,Rajasthan,77.2258064516129
2316,Churu,2024-08,Rajasthan,61.857142857142854
2317,Churu,2024-09,Rajasthan,83.82758620689656
2318,Churu,2024-10,Rajasthan,150.86666666666667
2319,Churu,2024-11,Rajasthan,239.1
2320,Churu,2024-12,Rajasthan,214.13793103448276
2321,Churu,2025-01,Rajasthan,199.6
2322,Churu,2025-02,Rajasthan,149.67857142857142
2323,Churu,2025-03,Rajasthan,108.14285714285714
2324,Churu,2025-04,Rajasthan,141.63333333333333
2325,Coimbatore,2022-04,Tamil Nadu,51.583333333333336
2326,Coimbatore,2022-05,Tamil Nadu,42.46666666666667
2327,Coimbatore,2022-06,Tamil Nadu,33.03448275862069
2328,Coimbatore,2022-07,Tamil Nadu,53.28
2329,Coimbatore,2022-08,Tamil Nadu,36.95
2330,Coimbatore,2022-09,Tamil Nadu,37.583333333333336
2331,Coimbatore,2022-10,Tamil Nadu,54.52
2332,Coimbatore,2022-11,Tamil Nadu,105.4375
2333,Coimbatore,2022-12,Tamil Nadu,102.7
2334,Coimbatore,2023-01,Tamil Nadu,129.56666666666666
2335,Coimbatore,2023-02,Tamil Nadu,119.25
2336,Coimbatore,2023-03,Tamil Nadu,100.25
2337,Coimbatore,2023-04,Tamil Nadu,113.92857142857143
2338,Coimbatore,2023-05,Tamil Nadu,115.375
2339,Coimbatore,2023-06,Tamil Nadu,56.5
2340,Coimbatore,2023-07,Tamil Nadu,66.07692307692308
2341,Coimbatore,2023-11,Tamil Nadu,57.857142857142854
2342,Coimbatore,2023-12,Tamil Nadu,66.07692307692308
2343,Coimbatore,2024-01,Tamil Nadu,99.1923076923077
2344,Coimbatore,2024-02,Tamil Nadu,83.16
2345,Coimbatore,2024-03,Tamil Nadu,70.36363636363636
2346,Coimbatore,2024-04,Tamil Nadu,51.95238095238095
2347,Coimbatore,2024-05,Tamil Nadu,44.375
2348,Coimbatore,2024-06,Tamil Nadu,39.45
2349,Coimbatore,2024-07,Tamil Nadu,37.5
2350,Coimbatore,2024-08,Tamil Nadu,39.608695652173914
2351,Coimbatore,2024-09,Tamil Nadu,64.23333333333333
2352,Coimbatore,2024-10,Tamil Nadu,51.774193548387096
2353,Coimbatore,2024-11,Tamil Nadu,82.33333333333333
2354,Coimbatore,2024-12,Tamil Nadu,78.58064516129032
2355,Coimbatore,2025-01,Tamil Nadu,91.4
2356,Coimbatore,2025-02,Tamil Nadu,82.10714285714286
2357,Coimbatore,2025-03,Tamil Nadu,64.33333333333333
2358,Coimbatore,2025-04,Tamil Nadu,55.5
2359,Cuddalore,2023-03,Tamil Nadu,52.8125
2360,Cuddalore,2023-04,Tamil Nadu,64.08695652173913
2361,Cuddalore,2023-05,Tamil Nadu,84.64
2362,Cuddalore,2023-06,Tamil Nadu,108.31818181818181
2363,Cuddalore,2023-07,Tamil Nadu,139.66666666666666
2364,Cuddalore,2023-08,Tamil Nadu,90.93103448275862
2365,Cuddalore,2023-09,Tamil Nadu,68.5
2366,Cuddalore,2023-10,Tamil Nadu,55.370370370370374
2367,Cuddalore,2023-11,Tamil Nadu,68.53333333333333
2368,Cuddalore,2023-12,Tamil Nadu,73.43478260869566
2369,Cuddalore,2024-01,Tamil Nadu,78.64285714285714
