City,level_1,pollutants,avg_aqi_2022_2025,Good,Moderate,Poor,Satisfactory,Severe,Very Poor
Shivamogga,top2_pollutant,O3 (321),54.77880184331797,414,3,0,668,0,0
Shivamogga,top3_pollutant,NO2 (25),54.77880184331797,414,3,0,668,0,0
Shivamogga,top4_pollutant,PM2.5 (5),54.77880184331797,414,3,0,668,0,0
Shivamogga,top5_pollutant,CO (1),54.77880184331797,414,3,0,668,0,0
Sikar,top1_pollutant,PM10 (481),138.99470198675496,50,384,122,186,1,12
Sikar,top2_pollutant,O3 (136),138.99470198675496,50,384,122,186,1,12
Sikar,top3_pollutant,PM2.5 (136),138.99470198675496,50,384,122,186,1,12
Sikar,top4_pollutant,CO (2),138.99470198675496,50,384,122,186,1,12
Silchar,top1_pollutant,PM10 (450),47.47651006711409,430,0,0,315,0,0
Silchar,top2_pollutant,CO (223),47.47651006711409,430,0,0,315,0,0
Silchar,top3_pollutant,PM2.5 (68),47.47651006711409,430,0,0,315,0,0
Silchar,top4_pollutant,NO2 (4),47.47651006711409,430,0,0,315,0,0
Siliguri,top1_pollutant,PM10 (776),85.53024574669188,323,292,39,404,0,0
Siliguri,top2_pollutant,PM2.5 (197),85.53024574669188,323,292,39,404,0,0
Siliguri,top3_pollutant,O3 (50),85.53024574669188,323,292,39,404,0,0
Siliguri,top4_pollutant,NO2 (29),85.53024574669188,323,292,39,404,0,0
Siliguri,top5_pollutant,CO (6),85.53024574669188,323,292,39,404,0,0
Singrauli,top1_pollutant,PM10 (428),165.08949416342412,13,406,238,291,2,78
Singrauli,top2_pollutant,PM2.5 (316),165.08949416342412,13,406,238,291,2,78
Singrauli,top3_pollutant,NO2 (167),165.08949416342412,13,406,238,291,2,78
Singrauli,top4_pollutant,O3 (50),165.08949416342412,13,406,238,291,2,78
Singrauli,top5_pollutant,CO (37),165.08949416342412,13,406,238,291,2,78
Sirohi,top1_pollutant,PM10 (402),90.12330827067669,82,175,10,392,0,6
Sirohi,top2_pollutant,O3 (194),90.12330827067669,82,175,10,392,0,6
Sirohi,top3_pollutant,PM2.5 (64),90.12330827067669,82,175,10,392,0,6
Sirohi,top4_pollutant,CO (5),90.12330827067669,82,175,10,392,0,6
Sirsa,top1_pollutant,PM10 (327),126.09617612977983,32,357,94,358,1,21
Sirsa,top2_pollutant,O3 (246),126.09617612977983,32,357,94,358,1,21
Sirsa,top3_pollutant,PM2.5 (230),126.09617612977983,32,357,94,358,1,21
Sirsa,top4_pollutant,CO (53),126.09617612977983,32,357,94,358,1,21
Sirsa,top5_pollutant,SO2 (4),126.09617612977983,32,357,94,358,1,21
Sivasagar,top1_pollutant,PM10 (729),47.90779363336992,453,0,0,458,0,0
Sivasagar,top2_pollutant,PM2.5 (137),47.90779363336992,453,0,0,458,0,0
Sivasagar,top3_pollutant,CO (18),47.90779363336992,453,0,0,458,0,0
Sivasagar,top4_pollutant,NO2 (13),47.90779363336992,453,0,0,458,0,0
Sivasagar,top5_pollutant,SO2 (13),47.90779363336992,453,0,0,458,0,0
Siwan,top1_pollutant,PM2.5 (349),181.22985468956406,16,356,122,141,31,91
Siwan,top2_pollutant,PM10 (201),181.22985468956406,16,356,122,141,31,91
Siwan,top3_pollutant,CO (109),181.22985468956406,16,356,122,141,31,91
Siwan,top4_pollutant,NO2 (77),181.22985468956406,16,356,122,141,31,91
Siwan,top5_pollutant,O3 (21),181.22985468956406,16,356,122,141,31,91
Solapur,top1_pollutant,PM10 (967),97.33978702807357,73,493,5,462,0,0
Solapur,top2_pollutant,PM2.5 (303),97.33978702807357,73,493,5,462,0,0
Solapur,top3_pollutant,O3 (102),97.33978702807357,73,493,5,462,0,0
Solapur,top4_pollutant,CO (28),97.33978702807357,73,493,5,462,0,0
Solapur,top5_pollutant,NO2 (13),97.33978702807357,73,493,5,462,0,0
Sonipat,top1_pollutant,PM10 (472),156.23897581792318,46,270,141,189,5,52
Sonipat,top2_pollutant,PM2.5 (204),156.23897581792318,46,270,141,189,5,52
Sonipat,top3_pollutant,NO2 (25),156.23897581792318,46,270,141,189,5,52
Sonipat,top4_pollutant,CO (1),156.23897581792318,46,270,141,189,5,52
Sonipat,top5_pollutant,O3 (1),156.23897581792318,46,270,141,189,5,52
Sri Ganganagar,top1_pollutant,PM10 (497),197.93935119887166,3,310,230,80,8,78
Sri Ganganagar,top2_pollutant,PM2.5 (179),197.93935119887166,3,310,230,80,8,78
Sri Ganganagar,top3_pollutant,O3 (16),197.93935119887166,3,310,230,80,8,78
Sri Ganganagar,top4_pollutant,CO (13),197.93935119887166,3,310,230,80,8,78
Sri Ganganagar,top5_pollutant,NO2 (4),197.93935119887166,3,310,230,80,8,78
Sri Vijaya Puram,top1_pollutant,PM10 (36),57.706896551724135,26,4,0,28,0,0
Sri Vijaya Puram,top2_pollutant,CO (10),57.706896551724135,26,4,0,28,0,0
Sri Vijaya Puram,top3_pollutant,NO2 (5),57.706896551724135,26,4,0,28,0,0
Sri Vijaya Puram,top4_pollutant,O3 (5),57.706896551724135,26,4,0,28,0,0
Sri Vijaya Puram,top5_pollutant,PM2.5 (2),57.706896551724135,26,4,0,28,0,0
Srinagar,top1_pollutant,PM10 (345),69.49543378995433,173,58,8,199,0,0
Srinagar,top2_pollutant,PM2.5 (59),69.49543378995433,173,58,8,199,0,0
Srinagar,top3_pollutant,NH3 (16),69.49543378995433,173,58,8,199,0,0
Srinagar,top4_pollutant,SO2 (14),69.49543378995433,173,58,8,199,0,0
Srinagar,top5_pollutant,NO2 (3),69.49543378995433,173,58,8,199,0,0
Suakati,top1_pollutant,PM10 (390),120.97371714643305,77,357,91,271,0,3
Suakati,top2_pollutant,PM2.5 (208),120.97371714643305,77,357,91,271,0,3
Suakati,top3_pollutant,O3 (191),120.97371714643305,77,357,91,271,0,3
Suakati,top4_pollutant,NO2 (6),120.97371714643305,77,357,91,271,0,3
Suakati,top5_pollutant,CO (4),120.97371714643305,77,357,91,271,0,3
Surat,top1_pollutant,PM2.5 (259),116.57142857142857,109,158,107,317,0,16
Surat,top2_pollutant,CO (206),116.57142857142857,109,158,107,317,0,16
Surat,top3_pollutant,PM10 (174),116.57142857142857,109,158,107,317,0,16
Surat,top4_pollutant,NO2 (48),116.57142857142857,109,158,107,317,0,16
Surat,top5_pollutant,SO2 (20),116.57142857142857,109,158,107,317,0,16
Talcher,top1_pollutant,PM2.5 (483),129.67991631799163,100,294,162,368,0,32
Talcher,top2_pollutant,CO (219),129.67991631799163,100,294,162,368,0,32
Talcher,top3_pollutant,PM10 (169),129.67991631799163,100,294,162,368,0,32
Talcher,top4_pollutant,O3 (39),129.67991631799163,100,294,162,368,0,32
Talcher,top5_pollutant,NO2 (23),129.67991631799163,100,294,162,368,0,32
Tensa,top1_pollutant,PM10 (491),96.836,129,263,32,323,0,3
Tensa,top2_pollutant,PM2.5 (154),96.836,129,263,32,323,0,3
Tensa,top3_pollutant,NO2 (64),96.836,129,263,32,323,0,3
Tensa,top4_pollutant,O3 (40),96.836,129,263,32,323,0,3
Tensa,top5_pollutant,CO (1),96.836,129,263,32,323,0,3
Thane,top1_pollutant,PM10 (788),109.29200819672131,140,435,60,341,0,0
Thane,top2_pollutant,O3 (211),109.29200819672131,140,435,60,341,0,0
Thane,top3_pollutant,PM2.5 (180),109.29200819672131,140,435,60,341,0,0
Thane,top4_pollutant,CO (80),109.29200819672131,140,435,60,341,0,0
Thane,top5_pollutant,NO2 (18),109.29200819672131,140,435,60,341,0,0
Thanjavur,top1_pollutant,PM10 (121),44.72222222222222,117,1,0,44,0,0
Thanjavur,top2_pollutant,PM2.5 (41),44.72222222222222,117,1,0,44,0,0
Thiruvananthapuram,top1_pollutant,PM10 (794),54.150268336314845,591,31,7,489,0,0
Thiruvananthapuram,top2_pollutant,CO (311),54.150268336314845,591,31,7,489,0,0
Thiruvananthapuram,top3_pollutant,PM2.5 (310),54.150268336314845,591,31,7,489,0,0
Thiruvananthapuram,top4_pollutant,NO2 (84),54.150268336314845,591,31,7,489,0,0
Thiruvananthapuram,top5_pollutant,O3 (83),54.150268336314845,591,31,7,489,0,0
Thoothukudi,top1_pollutant,PM10 (807),57.9411223551058,502,49,6,530,0,0
Thoothukudi,top2_pollutant,O3 (212),57.9411223551058,502,49,6,530,0,0
Thoothukudi,top3_pollutant,CO (56),57.9411223551058,502,49,6,530,0,0
Thoothukudi,top4_pollutant,NO2 (12),57.9411223551058,502,49,6,530,0,0
Thrissur,top1_pollutant,PM10 (695),64.6234067207416,236,83,0,544,0,0
Thrissur,top2_pollutant,PM2.5 (113),64.6234067207416,236,83,0,544,0,0
Thrissur,top3_pollutant,CO (26),64.6234067207416,236,83,0,544,0,0
Thrissur,top4_pollutant,O3 (26),64.6234067207416,236,83,0,544,0,0
Thrissur,top5_pollutant,NO2 (3),64.6234067207416,236,83,0,544,0,0
Tiruchirappalli,top1_pollutant,PM10 (179),61.35897435897436,78,7,0,109,0,1
Tiruchirappalli,top2_pollutant,CO (8),61.35897435897436,78,7,0,109,0,1
Tiruchirappalli,top3_pollutant,PM2.5 (5),61.35897435897436,78,7,0,109,0,1
Tiruchirappalli,top4_pollutant,SO2 (3),61.35897435897436,78,7,0,109,0,1
Tirumala,top1_pollutant,PM2.5 (66),75.77,21,17,0,62,0,0
Tirumala,top2_pollutant,PM10 (27),75.77,21,17,0,62,0,0
Tirumala,top3_pollutant,CO (4),75.77,21,17,0,62,0,0
Tirumala,top4_pollutant,O3 (3),75.77,21,17,0,62,0,0
Tirunelveli,top1_pollutant,CO (116),32.11013215859031,227,0,0,0,0,0
Tirunelveli,top2_pollutant,PM10 (79),32.11013215859031,227,0,0,0,0,0
Tirunelveli,top3_pollutant,PM2.5 (27),32.11013215859031,227,0,0,0,0,0
Tirunelveli,top4_pollutant,SO2 (5),32.11013215859031,227,0,0,0,0,0
Tirupati,top1_pollutant,PM2.5 (527),68.26290165530672,382,123,8,513,0,1
Tirupati,top2_pollutant,PM10 (406),68.26290165530672,382,123,8,513,0,1
Tirupati,top3_pollutant,CO (155),68.26290165530672,382,123,8,513,0,1
Tirupati,top4_pollutant,NO2 (139),68.26290165530672,382,123,8,513,0,1
Tirupati,top5_pollutant,O3 (53),68.26290165530672,382,123,8,513,0,1
Tiruppur,top1_pollutant,PM10 (571),77.38529411764706,196,153,10,321,0,0
Tiruppur,top2_pollutant,CO (53),77.38529411764706,196,153,10,321,0,0
Tiruppur,top3_pollutant,PM2.5 (27),77.38529411764706,196,153,10,321,0,0
Tiruppur,top4_pollutant,SO2 (26),77.38529411764706,196,153,10,321,0,0
Tiruppur,top5_pollutant,O3 (3),77.38529411764706,196,153,10,321,0,0
Tonk,top1_pollutant,PM10 (452),142.90461997019375,42,360,106,143,0,20
Tonk,top2_pollutant,PM2.5 (157),142.90461997019375,42,360,106,143,0,20
Tonk,top3_pollutant,O3 (62),142.90461997019375,42,360,106,143,0,20
Tumakuru,top1_pollutant,PM10 (448),102.66666666666667,102,302,9,181,0,0
Tumakuru,top2_pollutant,CO (87),102.66666666666667,102,302,9,181,0,0
Tumakuru,top3_pollutant,O3 (26),102.66666666666667,102,302,9,181,0,0
Tumakuru,top4_pollutant,PM2.5 (24),102.66666666666667,102,302,9,181,0,0
Tumakuru,top5_pollutant,NO2 (9),102.66666666666667,102,302,9,181,0,0
Tumidih,top1_pollutant,PM10 (317),91.34278350515464,84,133,12,159,0,0
Tumidih,top2_pollutant,O3 (30),91.34278350515464,84,133,12,159,0,0
Tumidih,top3_pollutant,PM2.5 (30),91.34278350515464,84,133,12,159,0,0
Tumidih,top4_pollutant,CO (9),91.34278350515464,84,133,12,159,0,0
Tumidih,top5_pollutant,NO2 (2),91.34278350515464,84,133,12,159,0,0
Udaipur,top1_pollutant,PM10 (769),110.0514440433213,52,534,55,465,0,2
Udaipur,top2_pollutant,PM2.5 (287),110.0514440433213,52,534,55,465,0,2
Udaipur,top3_pollutant,NO2 (27),110.0514440433213,52,534,55,465,0,2
Udaipur,top4_pollutant,CO (24),110.0514440433213,52,534,55,465,0,2
Udaipur,top5_pollutant,O3 (1),110.0514440433213,52,534,55,465,0,2
Udupi,top1_pollutant,CO (244),69.69789674952199,153,55,7,308,0,0
Udupi,top2_pollutant,PM10 (184),69.69789674952199,153,55,7,308,0,0
Udupi,top3_pollutant,O3 (74),69.69789674952199,153,55,7,308,0,0
Udupi,top4_pollutant,NO2 (16),69.69789674952199,153,55,7,308,0,0
Udupi,top5_pollutant,SO2 (3),69.69789674952199,153,55,7,308,0,0
Ujjain,top1_pollutant,PM10 (502),119.78947368421052,19,478,80,405,2,4
Ujjain,top2_pollutant,PM2.5 (254),119.78947368421052,19,478,80,405,2,4
Ujjain,top3_pollutant,O3 (183),119.78947368421052,19,478,80,405,2,4
Ujjain,top4_pollutant,CO (38),119.78947368421052,19,478,80,405,2,4
Ujjain,top5_pollutant,NO2 (11),119.78947368421052,19,478,80,405,2,4
Ulhasnagar,top1_pollutant,PM10 (341),118.73649754500818,48,278,62,219,0,4
Ulhasnagar,top2_pollutant,PM2.5 (211),118.73649754500818,48,278,62,219,0,4
Ulhasnagar,top3_pollutant,O3 (56),118.73649754500818,48,278,62,219,0,4
Ulhasnagar,top4_pollutant,CO (2),118.73649754500818,48,278,62,219,0,4
Ulhasnagar,top5_pollutant,NO2 (1),118.73649754500818,48,278,62,219,0,4
Vapi,top1_pollutant,PM2.5 (465),135.72324723247232,103,261,148,258,0,43
Vapi,top2_pollutant,CO (136),135.72324723247232,103,261,148,258,0,43
Vapi,top3_pollutant,PM10 (129),135.72324723247232,103,261,148,258,0,43
Vapi,top4_pollutant,SO2 (83),135.72324723247232,103,261,148,258,0,43
Varanasi,top1_pollutant,PM10 (943),67.12355555555555,414,159,1,551,0,0
Varanasi,top2_pollutant,PM2.5 (348),67.12355555555555,414,159,1,551,0,0
Varanasi,top3_pollutant,SO2 (211),67.12355555555555,414,159,1,551,0,0
Varanasi,top4_pollutant,O3 (200),67.12355555555555,414,159,1,551,0,0
Varanasi,top5_pollutant,NO2 (108),67.12355555555555,414,159,1,551,0,0
Vatva,top1_pollutant,PM10 (717),104.62948960302458,50,446,46,516,0,0
Vatva,top2_pollutant,PM2.5 (293),104.62948960302458,50,446,46,516,0,0
Vatva,top3_pollutant,NO2 (28),104.62948960302458,50,446,46,516,0,0
Vatva,top4_pollutant,CO (11),104.62948960302458,50,446,46,516,0,0
Vatva,top5_pollutant,O3 (9),104.62948960302458,50,446,46,516,0,0
Vellore,top1_pollutant,PM10 (251),73.65835411471322,124,65,5,207,0,0
Vellore,top2_pollutant,PM2.5 (125),73.65835411471322,124,65,5,207,0,0
Vellore,top3_pollutant,CO (16),73.65835411471322,124,65,5,207,0,0
Vellore,top4_pollutant,SO2 (7),73.65835411471322,124,65,5,207,0,0
Vellore,top5_pollutant,NO2 (1),73.65835411471322,124,65,5,207,0,0
Vijayapura,top1_pollutant,PM10 (871),50.35188866799205,766,50,0,190,0,0
Vijayapura,top2_pollutant,CO (78),50.35188866799205,766,50,0,190,0,0
Vijayapura,top3_pollutant,PM2.5 (35),50.35188866799205,766,50,0,190,0,0
Vijayapura,top4_pollutant,SO2 (22),50.35188866799205,766,50,0,190,0,0
Vijayawada,top1_pollutant,PM10 (434),71.9375,127,50,9,500,2,0
Vijayawada,top2_pollutant,PM2.5 (388),71.9375,127,50,9,500,2,0
Vijayawada,top3_pollutant,O3 (146),71.9375,127,50,9,500,2,0
Vijayawada,top4_pollutant,NO2 (61),71.9375,127,50,9,500,2,0
Vijayawada,top5_pollutant,CO (27),71.9375,127,50,9,500,2,0
Virar,top1_pollutant,PM10 (282),98.11386138613861,42,123,18,220,0,1
Virar,top2_pollutant,PM2.5 (83),98.11386138613861,42,123,18,220,0,1
Virar,top3_pollutant,O3 (33),98.11386138613861,42,123,18,220,0,1
Virar,top4_pollutant,CO (6),98.11386138613861,42,123,18,220,0,1
Virudhunagar,top1_pollutant,PM10 (215),60.50207468879668,112,31,0,98,0,0
Virudhunagar,top2_pollutant,CO (11),60.50207468879668,112,31,0,98,0,0
Virudhunagar,top3_pollutant,PM2.5 (7),60.50207468879668,112,31,0,98,0,0
Virudhunagar,top4_pollutant,SO2 (7),60.50207468879668,112,31,0,98,0,0
Virudhunagar,top5_pollutant,NO2 (1),60.50207468879668,112,31,0,98,0,0
Visakhapatnam,top1_pollutant,PM10 (802),116.10707456978967,61,471,91,415,0,8
Visakhapatnam,top2_pollutant,PM2.5 (203),116.10707456978967,61,471,91,415,0,8
Visakhapatnam,top3_pollutant,NO2 (19),116.10707456978967,61,471,91,415,0,8
Visakhapatnam,top4_pollutant,O3 (13),116.10707456978967,61,471,91,415,0,8
Visakhapatnam,top5_pollutant,CO (6),116.10707456978967,61,471,91,415,0,8
Vrindavan,top1_pollutant,PM10 (863),105.25187969924812,171,545,28,320,0,0
Vrindavan,top2_pollutant,SO2 (106),105.25187969924812,171,545,28,320,0,0
Vrindavan,top3_pollutant,PM2.5 (52),105.25187969924812,171,545,28,320,0,0
Vrindavan,top4_pollutant,CO (26),105.25187969924812,171,545,28,320,0,0
Vrindavan,top5_pollutant,O3 (17),105.25187969924812,171,545,28,320,0,0
Yadgir,top1_pollutant,PM10 (577),65.64788732394366,383,114,7,490,0,0
Yadgir,top2_pollutant,PM2.5 (269),65.64788732394366,383,114,7,490,0,0
Yadgir,top3_pollutant,CO (126),65.64788732394366,383,114,7,490,0,0
Yadgir,top4_pollutant,SO2 (14),65.64788732394366,383,114,7,490,0,0
Yadgir,top5_pollutant,O3 (7),65.64788732394366,383,114,7,490,0,0
Yamunanagar,top1_pollutant,PM10 (467),137.23972602739727,50,415,143,252,0,16
Yamunanagar,top2_pollutant,PM2.5 (367),137.23972602739727,50,415,143,252,0,16
Yamunanagar,top3_pollutant,CO (35),137.23972602739727,50,415,143,252,0,16
Yamunanagar,top4_pollutant,O3 (7),137.23972602739727,50,415,143,252,0,16
