City,level_1,pollutants,avg_aqi_2022_2025,Good,Moderate,Poor,Satisfactory,Severe,Very Poor
Agartala,top1_pollutant,PM2.5 (583),126.6975845410628,220,249,215,318,0,33
Agartala,top2_pollutant,PM10 (457),126.6975845410628,220,249,215,318,0,33
Agartala,top3_pollutant,O3 (64),126.6975845410628,220,249,215,318,0,33
Agartala,top4_pollutant,SO2 (52),126.6975845410628,220,249,215,318,0,33
Agartala,top5_pollutant,CO (2),126.6975845410628,220,249,215,318,0,33
Agra,top1_pollutant,PM10 (953),84.2328888888889,248,330,12,535,0,0
Agra,top2_pollutant,PM2.5 (522),84.2328888888889,248,330,12,535,0,0
Agra,top3_pollutant,O3 (180),84.2328888888889,248,330,12,535,0,0
Agra,top4_pollutant,NO2 (105),84.2328888888889,248,330,12,535,0,0
Agra,top5_pollutant,SO2 (64),84.2328888888889,248,330,12,535,0,0
Ahmedabad,top1_pollutant,PM2.5 (708),113.5985727029438,26,632,33,430,0,0
Ahmedabad,top2_pollutant,PM10 (675),113.5985727029438,26,632,33,430,0,0
Ahmedabad,top3_pollutant,NO2 (138),113.5985727029438,26,632,33,430,0,0
Ahmedabad,top4_pollutant,O3 (130),113.5985727029438,26,632,33,430,0,0
Ahmedabad,top5_pollutant,CO (95),113.5985727029438,26,632,33,430,0,0
Ahmednagar,top1_pollutant,PM10 (194),121.683908045977,30,162,38,118,0,0
Ahmednagar,top2_pollutant,O3 (109),121.683908045977,30,162,38,118,0,0
Ahmednagar,top3_pollutant,PM2.5 (38),121.683908045977,30,162,38,118,0,0
Ahmednagar,top4_pollutant,CO (7),121.683908045977,30,162,38,118,0,0
Aizawl,top1_pollutant,PM10 (847),47.247,630,70,0,300,0,0
Aizawl,top2_pollutant,SO2 (69),47.247,630,70,0,300,0,0
Aizawl,top3_pollutant,O3 (56),47.247,630,70,0,300,0,0
Aizawl,top4_pollutant,CO (26),47.247,630,70,0,300,0,0
Aizawl,top5_pollutant,PM2.5 (2),47.247,630,70,0,300,0,0
Ajmer,top1_pollutant,PM10 (742),101.08522727272727,36,413,29,578,0,0
Ajmer,top2_pollutant,PM2.5 (235),101.08522727272727,36,413,29,578,0,0
Ajmer,top3_pollutant,O3 (71),101.08522727272727,36,413,29,578,0,0
Ajmer,top4_pollutant,NO2 (5),101.08522727272727,36,413,29,578,0,0
Ajmer,top5_pollutant,CO (2),101.08522727272727,36,413,29,578,0,0
Akola,top1_pollutant,PM10 (617),94.29881656804734,130,270,12,260,0,4
Akola,top2_pollutant,PM2.5 (49),94.29881656804734,130,270,12,260,0,4
Akola,top3_pollutant,CO (7),94.29881656804734,130,270,12,260,0,4
Akola,top4_pollutant,O3 (3),94.29881656804734,130,270,12,260,0,4
Alwar,top1_pollutant,PM10 (834),89.92882882882883,54,259,25,772,0,0
Alwar,top2_pollutant,PM2.5 (194),89.92882882882883,54,259,25,772,0,0
Alwar,top3_pollutant,NO2 (63),89.92882882882883,54,259,25,772,0,0
Alwar,top4_pollutant,CO (18),89.92882882882883,54,259,25,772,0,0
Alwar,top5_pollutant,O3 (1),89.92882882882883,54,259,25,772,0,0
Amaravati,top1_pollutant,PM10 (503),68.97641509433963,436,160,29,435,0,0
Amaravati,top2_pollutant,O3 (217),68.97641509433963,436,160,29,435,0,0
Amaravati,top3_pollutant,CO (173),68.97641509433963,436,160,29,435,0,0
Amaravati,top4_pollutant,PM2.5 (156),68.97641509433963,436,160,29,435,0,0
Amaravati,top5_pollutant,NO2 (7),68.97641509433963,436,160,29,435,0,0
Ambala,top1_pollutant,PM2.5 (367),111.2,84,364,53,391,1,7
Ambala,top2_pollutant,PM10 (343),111.2,84,364,53,391,1,7
Ambala,top3_pollutant,CO (113),111.2,84,364,53,391,1,7
Ambala,top4_pollutant,O3 (46),111.2,84,364,53,391,1,7
Ambala,top5_pollutant,NO2 (21),111.2,84,364,53,391,1,7
Amravati,top1_pollutant,PM10 (612),90.86023054755043,161,276,9,247,0,1
Amravati,top2_pollutant,PM2.5 (102),90.86023054755043,161,276,9,247,0,1
Amravati,top3_pollutant,O3 (82),90.86023054755043,161,276,9,247,0,1
Amravati,top4_pollutant,CO (16),90.86023054755043,161,276,9,247,0,1
Amritsar,top1_pollutant,PM2.5 (514),121.93275696445725,17,469,98,448,0,9
Amritsar,top2_pollutant,PM10 (391),121.93275696445725,17,469,98,448,0,9
Amritsar,top3_pollutant,O3 (70),121.93275696445725,17,469,98,448,0,9
Amritsar,top4_pollutant,CO (39),121.93275696445725,17,469,98,448,0,9
Amritsar,top5_pollutant,NO2 (27),121.93275696445725,17,469,98,448,0,9
Anantapur,top1_pollutant,PM10 (536),67.1964956195244,209,65,0,525,0,0
Anantapur,top2_pollutant,PM2.5 (123),67.1964956195244,209,65,0,525,0,0
Anantapur,top3_pollutant,O3 (117),67.1964956195244,209,65,0,525,0,0
Anantapur,top4_pollutant,CO (17),67.1964956195244,209,65,0,525,0,0
Anantapur,top5_pollutant,NO2 (4),67.1964956195244,209,65,0,525,0,0
Angul,top1_pollutant,PM2.5 (260),163.70137524557956,23,203,123,124,0,36
Angul,top2_pollutant,PM10 (135),163.70137524557956,23,203,123,124,0,36
Angul,top3_pollutant,CO (57),163.70137524557956,23,203,123,124,0,36
Angul,top4_pollutant,O3 (53),163.70137524557956,23,203,123,124,0,36
Angul,top5_pollutant,NO2 (3),163.70137524557956,23,203,123,124,0,36
Ankleshwar,top1_pollutant,PM2.5 (414),108.85535900104058,63,363,78,456,0,1
Ankleshwar,top2_pollutant,PM10 (268),108.85535900104058,63,363,78,456,0,1
Ankleshwar,top3_pollutant,CO (173),108.85535900104058,63,363,78,456,0,1
Ankleshwar,top4_pollutant,O3 (53),108.85535900104058,63,363,78,456,0,1
Ankleshwar,top5_pollutant,NO2 (45),108.85535900104058,63,363,78,456,0,1
Araria,top1_pollutant,PM2.5 (388),165.14439140811456,56,308,174,203,0,97
Araria,top2_pollutant,PM10 (340),165.14439140811456,56,308,174,203,0,97
Araria,top3_pollutant,CO (63),165.14439140811456,56,308,174,203,0,97
Araria,top4_pollutant,O3 (37),165.14439140811456,56,308,174,203,0,97
Araria,top5_pollutant,NO2 (10),165.14439140811456,56,308,174,203,0,97
Ariyalur,top1_pollutant,PM10 (399),51.66954022988506,423,37,3,233,0,0
Ariyalur,top2_pollutant,NO2 (112),51.66954022988506,423,37,3,233,0,0
Ariyalur,top3_pollutant,PM2.5 (109),51.66954022988506,423,37,3,233,0,0
Ariyalur,top4_pollutant,SO2 (58),51.66954022988506,423,37,3,233,0,0
Ariyalur,top5_pollutant,CO (18),51.66954022988506,423,37,3,233,0,0
Arrah,top1_pollutant,PM10 (420),153.5997693194925,46,343,126,260,0,92
Arrah,top2_pollutant,PM2.5 (291),153.5997693194925,46,343,126,260,0,92
Arrah,top3_pollutant,O3 (105),153.5997693194925,46,343,126,260,0,92
Arrah,top4_pollutant,CO (26),153.5997693194925,46,343,126,260,0,92
Arrah,top5_pollutant,NO2 (25),153.5997693194925,46,343,126,260,0,92
Asansol,top1_pollutant,PM2.5 (609),145.45497185741087,87,421,214,296,0,48
Asansol,top2_pollutant,PM10 (475),145.45497185741087,87,421,214,296,0,48
Asansol,top3_pollutant,O3 (78),145.45497185741087,87,421,214,296,0,48
Asansol,top4_pollutant,NO2 (45),145.45497185741087,87,421,214,296,0,48
Asansol,top5_pollutant,CO (40),145.45497185741087,87,421,214,296,0,48
Aurangabad,top1_pollutant,PM10 (1347),121.65577227200843,187,837,149,666,2,56
Aurangabad,top2_pollutant,PM2.5 (593),121.65577227200843,187,837,149,666,2,56
Aurangabad,top3_pollutant,O3 (235),121.65577227200843,187,837,149,666,2,56
Aurangabad,top4_pollutant,CO (110),121.65577227200843,187,837,149,666,2,56
Aurangabad,top5_pollutant,NO2 (24),121.65577227200843,187,837,149,666,2,56
Baddi,top1_pollutant,PM10 (407),160.25703564727954,11,575,197,229,4,50
Baddi,top2_pollutant,O3 (333),160.25703564727954,11,575,197,229,4,50
Baddi,top3_pollutant,PM2.5 (321),160.25703564727954,11,575,197,229,4,50
Baddi,top4_pollutant,SO2 (3),160.25703564727954,11,575,197,229,4,50
Baddi,top5_pollutant,CO (1),160.25703564727954,11,575,197,229,4,50
Badlapur,top1_pollutant,PM10 (439),116.52215189873418,98,294,60,176,0,4
Badlapur,top2_pollutant,PM2.5 (133),116.52215189873418,98,294,60,176,0,4
Badlapur,top3_pollutant,O3 (48),116.52215189873418,98,294,60,176,0,4
Badlapur,top4_pollutant,CO (8),116.52215189873418,98,294,60,176,0,4
Badlapur,top5_pollutant,NO2 (4),116.52215189873418,98,294,60,176,0,4
Bagalkot,top1_pollutant,PM10 (858),46.456585365853655,863,0,0,162,0,0
Bagalkot,top2_pollutant,PM2.5 (86),46.456585365853655,863,0,0,162,0,0
Bagalkot,top3_pollutant,O3 (49),46.456585365853655,863,0,0,162,0,0
Bagalkot,top4_pollutant,CO (31),46.456585365853655,863,0,0,162,0,0
Bagalkot,top5_pollutant,SO2 (1),46.456585365853655,863,0,0,162,0,0
Baghpat,top1_pollutant,PM10 (525),157.289500509684,79,415,233,201,0,53
Baghpat,top2_pollutant,PM2.5 (305),157.289500509684,79,415,233,201,0,53
Baghpat,top3_pollutant,O3 (100),157.289500509684,79,415,233,201,0,53
Baghpat,top4_pollutant,CO (38),157.289500509684,79,415,233,201,0,53
Baghpat,top5_pollutant,NO2 (13),157.289500509684,79,415,233,201,0,53
Bahadurgarh,top1_pollutant,PM10 (442),165.31487513572205,72,318,233,220,9,69
Bahadurgarh,top2_pollutant,PM2.5 (438),165.31487513572205,72,318,233,220,9,69
Bahadurgarh,top3_pollutant,CO (17),165.31487513572205,72,318,233,220,9,69
Bahadurgarh,top4_pollutant,O3 (15),165.31487513572205,72,318,233,220,9,69
Bahadurgarh,top5_pollutant,NO2 (9),165.31487513572205,72,318,233,220,9,69
Balasore,top1_pollutant,PM2.5 (196),141.32761904761904,14,209,76,200,1,25
Balasore,top2_pollutant,PM10 (151),141.32761904761904,14,209,76,200,1,25
Balasore,top3_pollutant,CO (129),141.32761904761904,14,209,76,200,1,25
Balasore,top4_pollutant,O3 (49),141.32761904761904,14,209,76,200,1,25
Ballabgarh,top1_pollutant,PM10 (459),155.53340517241378,73,320,234,244,0,57
Ballabgarh,top2_pollutant,PM2.5 (400),155.53340517241378,73,320,234,244,0,57
Ballabgarh,top3_pollutant,CO (55),155.53340517241378,73,320,234,244,0,57
Ballabgarh,top4_pollutant,SO2 (8),155.53340517241378,73,320,234,244,0,57
Ballabgarh,top5_pollutant,O3 (3),155.53340517241378,73,320,234,244,0,57
Banswara,top1_pollutant,PM10 (416),116.77523553162854,47,392,44,257,0,3
Banswara,top2_pollutant,PM2.5 (156),116.77523553162854,47,392,44,257,0,3
Banswara,top3_pollutant,O3 (152),116.77523553162854,47,392,44,257,0,3
Banswara,top4_pollutant,CO (14),116.77523553162854,47,392,44,257,0,3
Banswara,top5_pollutant,SO2 (3),116.77523553162854,47,392,44,257,0,3
Baran,top1_pollutant,PM10 (332),114.23720930232558,71,316,43,214,0,1
Baran,top2_pollutant,O3 (165),114.23720930232558,71,316,43,214,0,1
Baran,top3_pollutant,PM2.5 (144),114.23720930232558,71,316,43,214,0,1
Baran,top4_pollutant,CO (4),114.23720930232558,71,316,43,214,0,1
Barbil,top1_pollutant,PM10 (298),144.2485549132948,34,282,91,108,0,4
Barbil,top2_pollutant,PM2.5 (113),144.2485549132948,34,282,91,108,0,4
Barbil,top3_pollutant,O3 (93),144.2485549132948,34,282,91,108,0,4
Barbil,top4_pollutant,CO (15),144.2485549132948,34,282,91,108,0,4
Bareilly,top1_pollutant,PM10 (798),77.16360116166506,316,240,14,463,0,0
Bareilly,top2_pollutant,SO2 (236),77.16360116166506,316,240,14,463,0,0
Bareilly,top3_pollutant,PM2.5 (227),77.16360116166506,316,240,14,463,0,0
Bareilly,top4_pollutant,CO (53),77.16360116166506,316,240,14,463,0,0
Bareilly,top5_pollutant,O3 (35),77.16360116166506,316,240,14,463,0,0
Baripada,top1_pollutant,PM10 (302),125.31226765799256,87,333,104,267,0,16
Baripada,top2_pollutant,PM2.5 (287),125.31226765799256,87,333,104,267,0,16
Baripada,top3_pollutant,O3 (175),125.31226765799256,87,333,104,267,0,16
Baripada,top4_pollutant,CO (42),125.31226765799256,87,333,104,267,0,16
Baripada,top5_pollutant,NO2 (1),125.31226765799256,87,333,104,267,0,16
Barmer,top1_pollutant,PM10 (546),104.97329773030708,47,335,16,347,0,4
Barmer,top2_pollutant,O3 (143),104.97329773030708,47,335,16,347,0,4
Barmer,top3_pollutant,PM2.5 (59),104.97329773030708,47,335,16,347,0,4
Barmer,top4_pollutant,CO (1),104.97329773030708,47,335,16,347,0,4
Barrackpore,top1_pollutant,PM10 (236),134.46170212765958,53,140,99,163,0,15
Barrackpore,top2_pollutant,PM2.5 (213),134.46170212765958,53,140,99,163,0,15
Barrackpore,top3_pollutant,CO (17),134.46170212765958,53,140,99,163,0,15
Barrackpore,top4_pollutant,O3 (4),134.46170212765958,53,140,99,163,0,15
Bathinda,top1_pollutant,PM10 (671),108.7978196233895,111,387,41,443,0,27
Bathinda,top2_pollutant,PM2.5 (227),108.7978196233895,111,387,41,443,0,27
Bathinda,top3_pollutant,CO (96),108.7978196233895,111,387,41,443,0,27
Bathinda,top4_pollutant,NO2 (11),108.7978196233895,111,387,41,443,0,27
Bathinda,top5_pollutant,SO2 (4),108.7978196233895,111,387,41,443,0,27
Begusarai,top1_pollutant,PM2.5 (344),206.68041237113403,54,173,122,89,59,85
Begusarai,top2_pollutant,PM10 (167),206.68041237113403,54,173,122,89,59,85
Begusarai,top3_pollutant,NO2 (33),206.68041237113403,54,173,122,89,59,85
Begusarai,top4_pollutant,CO (29),206.68041237113403,54,173,122,89,59,85
Begusarai,top5_pollutant,O3 (8),206.68041237113403,54,173,122,89,59,85
Belapur,top1_pollutant,PM10 (433),101.16290322580645,125,302,18,175,0,0
Belapur,top2_pollutant,O3 (64),101.16290322580645,125,302,18,175,0,0
Belapur,top3_pollutant,NO2 (50),101.16290322580645,125,302,18,175,0,0
Belapur,top4_pollutant,PM2.5 (50),101.16290322580645,125,302,18,175,0,0
Belapur,top5_pollutant,CO (22),101.16290322580645,125,302,18,175,0,0
Belgaum,top1_pollutant,PM10 (432),69.75060827250608,335,109,11,367,0,0
Belgaum,top2_pollutant,CO (289),69.75060827250608,335,109,11,367,0,0
Belgaum,top3_pollutant,PM2.5 (76),69.75060827250608,335,109,11,367,0,0
Belgaum,top4_pollutant,NO2 (25),69.75060827250608,335,109,11,367,0,0
Bengaluru,top1_pollutant,PM10 (1035),74.88533333333334,169,143,0,813,0,0
Bengaluru,top2_pollutant,PM2.5 (490),74.88533333333334,169,143,0,813,0,0
Bengaluru,top3_pollutant,CO (338),74.88533333333334,169,143,0,813,0,0
Bengaluru,top4_pollutant,O3 (156),74.88533333333334,169,143,0,813,0,0
Bengaluru,top5_pollutant,NO2 (55),74.88533333333334,169,143,0,813,0,0
Bettiah,top1_pollutant,PM10 (393),162.19391634980988,38,318,118,221,25,69
Bettiah,top2_pollutant,PM2.5 (292),162.19391634980988,38,318,118,221,25,69
Bettiah,top3_pollutant,CO (92),162.19391634980988,38,318,118,221,25,69
Bettiah,top4_pollutant,O3 (10),162.19391634980988,38,318,118,221,25,69
Bettiah,top5_pollutant,NO2 (2),162.19391634980988,38,318,118,221,25,69
Bhagalpur,top1_pollutant,PM2.5 (602),164.69797421731124,39,384,188,328,15,132
Bhagalpur,top2_pollutant,PM10 (513),164.69797421731124,39,384,188,328,15,132
Bhagalpur,top3_pollutant,CO (90),164.69797421731124,39,384,188,328,15,132
Bhagalpur,top4_pollutant,NO2 (79),164.69797421731124,39,384,188,328,15,132
Bhagalpur,top5_pollutant,O3 (78),164.69797421731124,39,384,188,328,15,132
Bharatpur,top1_pollutant,PM10 (388),137.13299232736574,82,373,108,191,0,28
Bharatpur,top2_pollutant,PM2.5 (202),137.13299232736574,82,373,108,191,0,28
Bharatpur,top3_pollutant,O3 (149),137.13299232736574,82,373,108,191,0,28
Bharatpur,top4_pollutant,CO (40),137.13299232736574,82,373,108,191,0,28
Bharatpur,top5_pollutant,NO2 (3),137.13299232736574,82,373,108,191,0,28
Bhilai,top1_pollutant,PM10 (728),72.47154471544715,250,137,10,464,0,0
Bhilai,top2_pollutant,PM2.5 (230),72.47154471544715,250,137,10,464,0,0
Bhilai,top3_pollutant,CO (163),72.47154471544715,250,137,10,464,0,0
Bhilai,top4_pollutant,O3 (157),72.47154471544715,250,137,10,464,0,0
Bhilai,top5_pollutant,NO2 (43),72.47154471544715,250,137,10,464,0,0
Bhilwara,top1_pollutant,PM10 (324),112.75577557755776,67,234,57,242,0,6
Bhilwara,top2_pollutant,PM2.5 (212),112.75577557755776,67,234,57,242,0,6
Bhilwara,top3_pollutant,O3 (63),112.75577557755776,67,234,57,242,0,6
Bhilwara,top4_pollutant,CO (7),112.75577557755776,67,234,57,242,0,6
Bhiwadi,top1_pollutant,PM10 (656),181.6075022872827,13,491,286,189,8,106
Bhiwadi,top2_pollutant,PM2.5 (532),181.6075022872827,13,491,286,189,8,106
Bhiwadi,top3_pollutant,O3 (42),181.6075022872827,13,491,286,189,8,106
Bhiwadi,top4_pollutant,NO2 (32),181.6075022872827,13,491,286,189,8,106
Bhiwadi,top5_pollutant,CO (27),181.6075022872827,13,491,286,189,8,106
Bhiwandi,top1_pollutant,PM10 (394),108.3594548551959,83,264,38,202,0,0
Bhiwandi,top2_pollutant,PM2.5 (160),108.3594548551959,83,264,38,202,0,0
Bhiwandi,top3_pollutant,O3 (25),108.3594548551959,83,264,38,202,0,0
Bhiwandi,top4_pollutant,CO (4),108.3594548551959,83,264,38,202,0,0
Bhiwandi,top5_pollutant,NO2 (4),108.3594548551959,83,264,38,202,0,0
Bhiwani,top1_pollutant,PM2.5 (550),141.23982869379014,41,371,155,322,4,41
Bhiwani,top2_pollutant,PM10 (275),141.23982869379014,41,371,155,322,4,41
Bhiwani,top3_pollutant,CO (59),141.23982869379014,41,371,155,322,4,41
Bhiwani,top4_pollutant,O3 (45),141.23982869379014,41,371,155,322,4,41
Bhiwani,top5_pollutant,NO2 (4),141.23982869379014,41,371,155,322,4,41
Bhopal,top1_pollutant,PM10 (789),118.75583482944344,106,545,100,358,0,5
Bhopal,top2_pollutant,PM2.5 (318),118.75583482944344,106,545,100,358,0,5
Bhopal,top3_pollutant,O3 (302),118.75583482944344,106,545,100,358,0,5
Bhopal,top4_pollutant,CO (88),118.75583482944344,106,545,100,358,0,5
Bhopal,top5_pollutant,NO2 (11),118.75583482944344,106,545,100,358,0,5
Bhubaneswar,top1_pollutant,PM10 (249),123.90018832391713,80,155,89,197,0,10
Bhubaneswar,top2_pollutant,O3 (217),123.90018832391713,80,155,89,197,0,10
Bhubaneswar,top3_pollutant,PM2.5 (217),123.90018832391713,80,155,89,197,0,10
Bhubaneswar,top4_pollutant,CO (98),123.90018832391713,80,155,89,197,0,10
Bidar,top1_pollutant,PM10 (258),80.9267461669506,122,127,5,333,0,0
Bidar,top2_pollutant,CO (181),80.9267461669506,122,127,5,333,0,0
Bidar,top3_pollutant,PM2.5 (98),80.9267461669506,122,127,5,333,0,0
Bidar,top4_pollutant,NH3 (31),80.9267461669506,122,127,5,333,0,0
Bidar,top5_pollutant,SO2 (17),80.9267461669506,122,127,5,333,0,0
Bihar Sharif,top1_pollutant,PM10 (520),134.80825242718447,122,334,86,221,4,57
Bihar Sharif,top2_pollutant,PM2.5 (176),134.80825242718447,122,334,86,221,4,57
Bihar Sharif,top3_pollutant,CO (64),134.80825242718447,122,334,86,221,4,57
Bihar Sharif,top4_pollutant,O3 (61),134.80825242718447,122,334,86,221,4,57
Bihar Sharif,top5_pollutant,NO2 (3),134.80825242718447,122,334,86,221,4,57
Bikaner,top1_pollutant,PM10 (597),156.76119402985074,19,421,127,134,1,35
Bikaner,top2_pollutant,PM2.5 (106),156.76119402985074,19,421,127,134,1,35
Bikaner,top3_pollutant,O3 (30),156.76119402985074,19,421,127,134,1,35
Bikaner,top4_pollutant,CO (2),156.76119402985074,19,421,127,134,1,35
Bikaner,top5_pollutant,NO2 (2),156.76119402985074,19,421,127,134,1,35
Bilaspur,top1_pollutant,PM10 (547),68.96367521367522,204,103,3,626,0,0
Bilaspur,top2_pollutant,CO (262),68.96367521367522,204,103,3,626,0,0
Bilaspur,top3_pollutant,PM2.5 (125),68.96367521367522,204,103,3,626,0,0
Bilaspur,top4_pollutant,NO2 (2),68.96367521367522,204,103,3,626,0,0
Bileipada,top1_pollutant,PM10 (640),151.44558258642766,38,453,142,134,0,14
Bileipada,top2_pollutant,PM2.5 (125),151.44558258642766,38,453,142,134,0,14
Bileipada,top3_pollutant,O3 (14),151.44558258642766,38,453,142,134,0,14
Bileipada,top4_pollutant,CO (1),151.44558258642766,38,453,142,134,0,14
Bileipada,top5_pollutant,SO2 (1),151.44558258642766,38,453,142,134,0,14
Boisar,top1_pollutant,PM10 (277),99.9155672823219,39,158,15,167,0,0
Boisar,top2_pollutant,PM2.5 (90),99.9155672823219,39,158,15,167,0,0
Boisar,top3_pollutant,O3 (11),99.9155672823219,39,158,15,167,0,0
Boisar,top4_pollutant,CO (1),99.9155672823219,39,158,15,167,0,0
Brajrajnagar,top1_pollutant,PM10 (442),87.02230971128608,142,216,9,395,0,0
Brajrajnagar,top2_pollutant,CO (224),87.02230971128608,142,216,9,395,0,0
Brajrajnagar,top3_pollutant,O3 (62),87.02230971128608,142,216,9,395,0,0
Brajrajnagar,top4_pollutant,PM2.5 (14),87.02230971128608,142,216,9,395,0,0
Brajrajnagar,top5_pollutant,SO2 (12),87.02230971128608,142,216,9,395,0,0
Bulandshahr,top1_pollutant,PM10 (632),148.0627802690583,109,513,252,211,2,28
Bulandshahr,top2_pollutant,PM2.5 (376),148.0627802690583,109,513,252,211,2,28
Bulandshahr,top3_pollutant,O3 (89),148.0627802690583,109,513,252,211,2,28
Bulandshahr,top4_pollutant,CO (17),148.0627802690583,109,513,252,211,2,28
Bulandshahr,top5_pollutant,SO2 (1),148.0627802690583,109,513,252,211,2,28
Bundi,top1_pollutant,PM10 (381),133.20872274143304,38,378,74,144,0,8
Bundi,top2_pollutant,PM2.5 (132),133.20872274143304,38,378,74,144,0,8
Bundi,top3_pollutant,O3 (109),133.20872274143304,38,378,74,144,0,8
Bundi,top4_pollutant,CO (20),133.20872274143304,38,378,74,144,0,8
Buxar,top1_pollutant,PM10 (218),152.14566929133858,29,216,80,142,4,37
Buxar,top2_pollutant,PM2.5 (170),152.14566929133858,29,216,80,142,4,37
Buxar,top3_pollutant,CO (80),152.14566929133858,29,216,80,142,4,37
Buxar,top4_pollutant,O3 (40),152.14566929133858,29,216,80,142,4,37
Byasanagar,top1_pollutant,O3 (198),130.56949806949808,72,215,83,143,0,5
Byasanagar,top2_pollutant,PM2.5 (170),130.56949806949808,72,215,83,143,0,5
Byasanagar,top3_pollutant,PM10 (101),130.56949806949808,72,215,83,143,0,5
Byasanagar,top4_pollutant,CO (49),130.56949806949808,72,215,83,143,0,5
Byrnihat,top1_pollutant,PM2.5 (526),239.9954268292683,4,143,245,67,17,180
Byrnihat,top2_pollutant,PM10 (116),239.9954268292683,4,143,245,67,17,180
Byrnihat,top3_pollutant,CO (7),239.9954268292683,4,143,245,67,17,180
Byrnihat,top4_pollutant,NO2 (3),239.9954268292683,4,143,245,67,17,180
Byrnihat,top5_pollutant,O3 (3),239.9954268292683,4,143,245,67,17,180
Chamarajanagar,top1_pollutant,PM10 (1062),43.05860465116279,1030,0,0,45,0,0
Chamarajanagar,top2_pollutant,CO (9),43.05860465116279,1030,0,0,45,0,0
Chamarajanagar,top3_pollutant,O3 (2),43.05860465116279,1030,0,0,45,0,0
Chamarajanagar,top4_pollutant,NO2 (1),43.05860465116279,1030,0,0,45,0,0
Chamarajanagar,top5_pollutant,PM2.5 (1),43.05860465116279,1030,0,0,45,0,0
Chandigarh,top1_pollutant,PM10 (689),141.5617777777778,63,518,177,320,1,46
Chandigarh,top2_pollutant,PM2.5 (606),141.5617777777778,63,518,177,320,1,46
Chandigarh,top3_pollutant,O3 (420),141.5617777777778,63,518,177,320,1,46
Chandigarh,top4_pollutant,CO (54),141.5617777777778,63,518,177,320,1,46
Chandigarh,top5_pollutant,NO2 (6),141.5617777777778,63,518,177,320,1,46
Chandrapur,top1_pollutant,PM10 (573),108.32427536231884,152,474,68,403,0,7
Chandrapur,top2_pollutant,PM2.5 (452),108.32427536231884,152,474,68,403,0,7
Chandrapur,top3_pollutant,O3 (202),108.32427536231884,152,474,68,403,0,7
Chandrapur,top4_pollutant,CO (72),108.32427536231884,152,474,68,403,0,7
Chandrapur,top5_pollutant,NO2 (33),108.32427536231884,152,474,68,403,0,7
Charkhi Dadri,top1_pollutant,PM2.5 (795),155.44814462416747,69,434,249,249,3,47
Charkhi Dadri,top2_pollutant,PM10 (241),155.44814462416747,69,434,249,249,3,47
Charkhi Dadri,top3_pollutant,CO (13),155.44814462416747,69,434,249,249,3,47
Charkhi Dadri,top4_pollutant,NO2 (2),155.44814462416747,69,434,249,249,3,47
Chengalpattu,top1_pollutant,PM10 (182),82.44117647058823,75,57,11,229,0,2
Chengalpattu,top2_pollutant,PM2.5 (133),82.44117647058823,75,57,11,229,0,2
Chengalpattu,top3_pollutant,CO (28),82.44117647058823,75,57,11,229,0,2
Chengalpattu,top4_pollutant,NO2 (16),82.44117647058823,75,57,11,229,0,2
Chengalpattu,top5_pollutant,SO2 (15),82.44117647058823,75,57,11,229,0,2
Chennai,top1_pollutant,PM10 (725),74.0080142475512,159,142,7,815,0,0
Chennai,top2_pollutant,CO (584),74.0080142475512,159,142,7,815,0,0
Chennai,top3_pollutant,PM2.5 (524),74.0080142475512,159,142,7,815,0,0
Chennai,top4_pollutant,O3 (206),74.0080142475512,159,142,7,815,0,0
Chennai,top5_pollutant,NO2 (112),74.0080142475512,159,142,7,815,0,0
Chhal,top1_pollutant,PM10 (304),76.049766718507,163,105,7,368,0,0
Chhal,top2_pollutant,O3 (138),76.049766718507,163,105,7,368,0,0
Chhal,top3_pollutant,PM2.5 (131),76.049766718507,163,105,7,368,0,0
Chhal,top4_pollutant,CO (62),76.049766718507,163,105,7,368,0,0
Chhal,top5_pollutant,NO2 (8),76.049766718507,163,105,7,368,0,0
Chhapra,top1_pollutant,PM10 (434),176.2456896551724,36,298,187,257,17,133
Chhapra,top2_pollutant,PM2.5 (359),176.2456896551724,36,298,187,257,17,133
Chhapra,top3_pollutant,CO (96),176.2456896551724,36,298,187,257,17,133
Chhapra,top4_pollutant,SO2 (23),176.2456896551724,36,298,187,257,17,133
Chhapra,top5_pollutant,NO2 (9),176.2456896551724,36,298,187,257,17,133
Chikkaballapur,top1_pollutant,PM10 (679),63.977337110481585,458,161,1,439,0,0
Chikkaballapur,top2_pollutant,PM2.5 (219),63.977337110481585,458,161,1,439,0,0
Chikkaballapur,top3_pollutant,O3 (100),63.977337110481585,458,161,1,439,0,0
Chikkaballapur,top4_pollutant,CO (53),63.977337110481585,458,161,1,439,0,0
Chikkaballapur,top5_pollutant,NO2 (7),63.977337110481585,458,161,1,439,0,0
Chikkamagaluru,top1_pollutant,PM10 (656),47.45570971184632,597,8,0,332,0,0
Chikkamagaluru,top2_pollutant,O3 (156),47.45570971184632,597,8,0,332,0,0
Chikkamagaluru,top3_pollutant,CO (57),47.45570971184632,597,8,0,332,0,0
Chikkamagaluru,top4_pollutant,PM2.5 (47),47.45570971184632,597,8,0,332,0,0
Chikkamagaluru,top5_pollutant,NO2 (19),47.45570971184632,597,8,0,332,0,0
Chittoor,top1_pollutant,PM2.5 (278),73.9618320610687,170,109,3,372,0,1
